,0,1,2,3,4,5,6
tt0831387,['Gareth Edwards'],nm2284484,['Ishirô Honda (based on the character'],"['nm0393094', 'nm0613609', 'edits#writers']","['Aaron Taylor-Johnson', 'Elizabeth Olsen', 'Bryan Cranston']","['nm1093951', 'nm0647634', 'nm0186505']",62
tt1270798,['Matthew Vaughn'],nm0891216,"['Ashley Miller (screenplay by) (as Ashley Edward Miller)', 'Zack Stentz (screenplay by)']","['nm1005420', 'nm0826714', 'edits#writers']","['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence']","['nm0564215', 'nm1055413', 'nm2225369']",65
tt0963966,['Jon Turteltaub'],nm0005509,"['Lawrence Konner (screen story)', 'Mark Rosenthal (screen story)']","['nm0465199', 'nm0742797', 'edits#writers']","['Nicolas Cage', 'Jay Baruchel', 'Alfred Molina']","['nm0000115', 'nm0059431', 'nm0000547']",46
tt0803096,['Duncan Jones'],nm1512910,"['Charles Leavitt', 'Duncan Jones']","['nm0495378', 'nm1512910']","['Travis Fimmel', 'Paula Patton', 'Ben Foster']","['nm1379938', 'nm1745736', 'nm0004936']",32
tt1860357,['Peter Berg'],nm0000916,"['Matthew Michael Carnahan (screenplay by)', 'Matthew Sand (screenplay by)']","['nm1996352', 'nm2373271', 'edits#writers']","['Mark Wahlberg', 'Kurt Russell', 'Douglas M. Griffin']","['nm0000242', 'nm0000621', 'nm0341174']",68
tt0980970,['Michael Apted'],nm0000776,"['Christopher Markus (screenplay)', 'Stephen McFeely (screenplay)']","['nm1321655', 'nm1321656', 'edits#writers']","['Ben Barnes', 'Skandar Keynes', 'Georgie Henley']","['nm1602660', 'nm1342727', 'nm1670137']",53
tt1340138,['Alan Taylor'],nm0851930,"['Laeta Kalogridis', 'Patrick Lussier']","['nm0436164', 'nm0527261', 'edits#writers']","['Arnold Schwarzenegger', 'Jason Clarke', 'Emilia Clarke']","['nm0000216', 'nm0164809', 'nm3592338']",38
tt2557478,['Steven S. DeKnight'],nm0215299,"['Steven S. DeKnight', 'Emily Carmichael']","['nm0215299', 'nm3045440', 'edits#writers']","['John Boyega', 'Scott Eastwood', 'Cailee Spaeny']","['nm3915784', 'nm2207222', 'nm8314228']",44
tt3450958,['Matt Reeves'],nm0716257,"['Mark Bomback', 'Matt Reeves']","['nm0093560', 'nm0716257', 'edits#writers']","['Andy Serkis', 'Woody Harrelson', 'Steve Zahn']","['nm0785227', 'nm0000437', 'nm0001872']",82
tt0451279,['Patty Jenkins'],nm0420941,"['Allan Heinberg (screenplay by)', 'Zack Snyder (story by)']","['nm0374302', 'nm0811583', 'edits#writers']","['Gal Gadot', 'Chris Pine', 'Robin Wright']","['nm2933757', 'nm1517976', 'nm0000705']",76
tt2294629,"['Chris Buck', 'Jennifer Lee']",nm0118333,"['Jennifer Lee (screenplay by)', 'Hans Christian Andersen (story inspired by']","['nm1601644', 'nm0026153', 'edits#writers']","['Kristen Bell', 'Idina Menzel', 'Jonathan Groff']","['nm0068338', 'nm0579953', 'nm2676147']",75
tt2948356,"['Byron Howard', 'Rich Moore |\n1 more credit\xa0»']",nm0397174,"['Byron Howard (story by)', 'Rich Moore (story by)']","['nm0397174', 'nm0601781', 'edits#writers']","['Ginnifer Goodwin', 'Jason Bateman', 'Idris Elba']","['nm0329481', 'nm0000867', 'nm0252961']",78
tt3521164,"['Ron Clements', 'John Musker |\n2 more credits\xa0»']",nm0166256,"['Jared Bush (screenplay by)', 'Ron Clements (story by)']","['nm1158544', 'nm0166256', 'edits#writers']","[""Auli'i Cravalho"", 'Dwayne Johnson', 'Rachel House']","['nm7635388', 'nm0425005', 'nm1344302']",81
tt1981115,['Alan Taylor'],nm0851930,"['Christopher L. Yost (screenplay by)', 'Christopher Markus (screenplay by)']","['nm1236653', 'nm1321655', 'edits#writers']","['Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston']","['nm1165110', 'nm0000204', 'nm1089991']",54
tt2381249,['Christopher McQuarrie'],nm0003160,"['Christopher McQuarrie (screenplay)', 'Christopher McQuarrie (story)']","['nm0003160', 'nm0003160', 'edits#writers']","['Tom Cruise', 'Rebecca Ferguson', 'Jeremy Renner']","['nm0000129', 'nm0272581', 'nm0719637']",75
tt5013056,['Christopher Nolan'],nm0634240,['Christopher Nolan'],['nm0634240'],"['Fionn Whitehead', 'Barry Keoghan', 'Mark Rylance']","['nm7887725', 'nm4422686', 'nm0753314']",94
tt0800369,['Kenneth Branagh'],nm0000110,"['Ashley Miller (screenplay) (as Ashley Edward Miller)', 'Zack Stentz (screenplay)']","['nm1005420', 'nm0826714', 'edits#writers']","['Chris Hemsworth', 'Anthony Hopkins', 'Natalie Portman']","['nm1165110', 'nm0000164', 'nm0000204']",57
tt1302011,['Jennifer Yuh Nelson'],nm0950775,"['Jonathan Aibel', 'Glenn Berger']","['nm0008743', 'nm0074184']","['Jack Black', 'Angelina Jolie', 'Jackie Chan']","['nm0085312', 'nm0001401', 'nm0000329']",67
tt1392190,['George Miller'],nm0004306,"['George Miller', 'Brendan McCarthy']","['nm0004306', 'nm0565068', 'edits#writers']","['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult']","['nm0362766', 'nm0000234', 'nm0396558']",90
tt5884052,['Rob Letterman'],nm1224299,"['Dan Hernandez (screenplay by)', 'Benji Samit (screenplay by)']","['nm2021624', 'nm1658012', 'edits#writers']","['Ryan Reynolds', 'Justice Smith', 'Kathryn Newton']","['nm0005351', 'nm6819854', 'nm1105980']",53
tt1677720,['Steven Spielberg'],nm0000229,"['Zak Penn (screenplay by)', 'Ernest Cline (screenplay by)']","['nm0672015', 'nm2094392', 'edits#writers']","['Tye Sheridan', 'Olivia Cooke', 'Ben Mendelsohn']","['nm4446467', 'nm4972453', 'nm0578853']",64
tt0938283,['M. Night Shyamalan'],nm0796117,['M. Night Shyamalan'],['nm0796117'],"['Noah Ringer', 'Nicola Peltz', 'Jackson Rathbone']","['nm3226241', 'nm2443758', 'nm1717152']",20
tt1646987,['Jonathan Liebesman'],nm0509448,"['Dan Mazeau (screenplay)', 'David Leslie Johnson-McGoldrick (screenplay) (as David Leslie Johnson)']","['nm2669197', 'nm0424901', 'edits#writers']","['Sam Worthington', 'Liam Neeson', 'Rosamund Pike']","['nm0941777', 'nm0000553', 'nm0683253']",37
tt1077368,['Tim Burton'],nm0000318,"['Seth Grahame-Smith (screenplay)', 'John August (story)']","['nm0334381', 'nm0041864', 'edits#writers']","['Johnny Depp', 'Michelle Pfeiffer', 'Eva Green']","['nm0000136', 'nm0000201', 'nm1200692']",55
tt2334879,['Roland Emmerich'],nm0000386,['James Vanderbilt'],['nm0888743'],"['Channing Tatum', 'Jamie Foxx', 'Maggie Gyllenhaal']","['nm1475594', 'nm0004937', 'nm0350454']",52
tt0780653,['Joe Johnston'],nm0002653,"['Andrew Kevin Walker (screenplay)', 'David Self (screenplay)']","['nm0001825', 'nm0783100', 'edits#writers']","['Benicio Del Toro', 'Anthony Hopkins', 'Emily Blunt']","['nm0001125', 'nm0000164', 'nm1289434']",43
tt2034800,['Yimou Zhang'],nm0955443,"['Carlo Bernard (screenplay)', 'Doug Miro (screenplay)']","['nm0076166', 'nm1215164', 'edits#writers']","['Matt Damon', 'Tian Jing', 'Willem Dafoe']","['nm0000354', 'nm1320897', 'nm0000353']",42
tt3332064,['Joe Wright'],nm0942504,"['Jason Fuchs', 'J.M. Barrie (characters)']","['nm0297229', 'nm0057381']","['Levi Miller', 'Hugh Jackman', 'Garrett Hedlund']","['nm5920962', 'nm0413168', 'nm1330560']",36
tt1305591,['Simon Wells'],nm0920425,"['Simon Wells (screenplay)', 'Wendy Wells (screenplay)']","['nm0920425', 'nm3352441', 'edits#writers']","['Seth Green', 'Joan Cusack', 'Dan Fogler']","['nm0001293', 'nm0000349', 'nm0283945']",49
tt1277953,"['Eric Darnell', 'Tom McGrath |\n1 more credit\xa0»']",nm0201509,"['Eric Darnell (screenplay)', 'Noah Baumbach (screenplay)']","['nm0201509', 'nm0000876', 'edits#writers']","['Ben Stiller', 'Jada Pinkett Smith', 'Chris Rock']","['nm0001774', 'nm0000586', 'nm0001674']",60
tt1229238,['Brad Bird'],nm0083348,"['Bruce Geller (television series ""Mission']","['nm0312367', 'nm0032227', 'edits#writers']","['Tom Cruise', 'Jeremy Renner', 'Simon Pegg']","['nm0000129', 'nm0719637', 'nm0670408']",73
tt1646971,['Dean DeBlois'],nm0213450,"['Dean DeBlois', 'Cressida Cowell (based upon the ""How to Train Your Dragon"" book series by)']","['nm0213450', 'nm2441763']","['Jay Baruchel', 'Cate Blanchett', 'Gerard Butler']","['nm0059431', 'nm0000949', 'nm0124930']",76
tt1446192,['Peter Ramsey'],nm0709056,"['David Lindsay-Abaire (screenplay)', 'William Joyce (based on the book series ""Guardians of Childhood"" by)']","['nm1865755', 'nm0431622']","['Hugh Jackman', 'Alec Baldwin', 'Isla Fisher']","['nm0413168', 'nm0000285', 'nm0279545']",58
tt0087332,['Ivan Reitman'],nm0718645,"['Dan Aykroyd', 'Harold Ramis']","['nm0000101', 'nm0000601']","['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver']","['nm0000195', 'nm0000101', 'nm0000244']",71
tt0458339,['Joe Johnston'],nm0002653,"['Christopher Markus (screenplay)', 'Stephen McFeely (screenplay)']","['nm1321655', 'nm1321656', 'edits#writers']","['Chris Evans', 'Hugo Weaving', 'Samuel L. Jackson']","['nm0262635', 'nm0915989', 'nm0000168']",66
tt2267968,"['Alessandro Carloni', 'Jennifer Yuh Nelson']",nm1868917,"['Jonathan Aibel', 'Glenn Berger']","['nm0008743', 'nm0074184']","['Jack Black', 'Bryan Cranston', 'Dustin Hoffman']","['nm0085312', 'nm0186505', 'nm0000163']",66
tt1583421,['Jon M. Chu'],nm0160840,"['Rhett Reese', 'Paul Wernick']","['nm1014201', 'nm1116660']","['Dwayne Johnson', 'Channing Tatum', 'Adrianne Palicki']","['nm0425005', 'nm1475594', 'nm1597316']",41
tt1528100,['Ridley Scott'],nm0000631,"['Adam Cooper', 'Bill Collage']","['nm0177836', 'nm0171651', 'edits#writers']","['Christian Bale', 'Joel Edgerton', 'Ben Kingsley']","['nm0000288', 'nm0249291', 'nm0001426']",52
tt3691740,['Steven Spielberg'],nm0000229,"['Melissa Mathison (screenplay by)', 'Roald Dahl (based on the book by)']","['nm0558953', 'nm0001094']","['Mark Rylance', 'Ruby Barnhill', 'Penelope Wilton']","['nm0753314', 'nm6982717', 'nm0934362']",66
tt2404233,['Alex Proyas'],nm0001639,"['Matt Sazama', 'Burk Sharpless']","['nm1948885', 'nm2332952']","['Brenton Thwaites', 'Nikolaj Coster-Waldau', 'Gerard Butler']","['nm4154798', 'nm0182666', 'nm0124930']",25
tt0481499,"['Kirk DeMicco', 'Chris Sanders']",nm0210320,"['Chris Sanders (screenplay)', 'Kirk DeMicco (screenplay)']","['nm0761498', 'nm0210320', 'edits#writers']","['Nicolas Cage', 'Ryan Reynolds', 'Emma Stone']","['nm0000115', 'nm0005351', 'nm1297015']",55
tt1663202,['Alejandro G. Iñárritu'],nm0327944,"['Mark L. Smith (screenplay)', 'Alejandro G. Iñárritu (screenplay)']","['nm1872664', 'nm0327944', 'edits#writers']","['Leonardo DiCaprio', 'Tom Hardy', 'Will Poulter']","['nm0000138', 'nm0362766', 'nm2401020']",76
tt1192628,['Gore Verbinski'],nm0893659,"['John Logan', 'John Logan (story)']","['nm0517589', 'nm0517589', 'edits#writers']","['Johnny Depp', 'Isla Fisher', 'Timothy Olyphant']","['nm0000136', 'nm0279545', 'nm0648249']",75
tt1860353,['David Soren'],nm1659741,"['Darren Lemke (screenplay by)', 'Robert Siegel (screenplay by)']","['nm0501359', 'nm1557909', 'edits#writers']","['Ryan Reynolds', 'Paul Giamatti', 'Maya Rudolph']","['nm0005351', 'nm0316079', 'nm0748973']",58
tt3949660,['Dave Green'],nm1757777,"['Josh Appelbaum', 'André Nemec']","['nm0032227', 'nm0625858', 'edits#writers']","['Megan Fox', 'Will Arnett', 'Tyler Perry']","['nm1083271', 'nm0004715', 'nm1347153']",40
tt1402488,"['George Miller', 'Gary Eck (co-director)            |\n1 more credit\xa0»']",nm0004306,"['George Miller', 'Gary Eck']","['nm0004306', 'nm0248495', 'edits#writers']","['Elijah Wood', 'Robin Williams', 'Pink']","['nm0000704', 'nm0000245', 'nm0600877']",50
tt5523010,"['Lasse Hallström', 'Joe Johnston']",nm0002120,"['Ashleigh Powell (screen story and screenplay by)', 'E.T.A. Hoffmann (suggested by the short story ""The Nutcracker and the Mouse King"" written by)']","['nm2060755', 'nm0006782', 'edits#writers']","['Mackenzie Foy', 'Keira Knightley', 'Morgan Freeman']","['nm3237775', 'nm0461136', 'nm0000151']",39
tt1911658,"['Eric Darnell', 'Simon J. Smith']",nm0201509,"['Michael Colton (screenplay by)', 'John Aboud (screenplay by)']","['nm1685000', 'nm1595526', 'edits#writers']","['Tom McGrath', 'Chris Miller', 'Christopher Knights']","['nm0569891', 'nm1844237', 'nm0971017']",53
tt1951264,['Francis Lawrence'],nm1349376,"['Simon Beaufoy (screenplay)', 'Michael Arndt (screenplay) (as Michael deBruyn)']","['nm0064479', 'nm1578335', 'edits#writers']","['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']","['nm2225369', 'nm1242688', 'nm2955013']",76
tt5095030,['Peyton Reed'],nm0715636,"['Chris McKenna', 'Erik Sommers']","['nm0571344', 'nm1273099', 'edits#writers']","['Paul Rudd', 'Evangeline Lilly', 'Michael Peña']","['nm0748620', 'nm1431940', 'nm0671567']",70
tt0478970,['Peyton Reed'],nm0715636,"['Edgar Wright (screenplay by)', 'Joe Cornish (screenplay by)']","['nm0942367', 'nm0180428', 'edits#writers']","['Paul Rudd', 'Michael Douglas', 'Corey Stoll']","['nm0748620', 'nm0000140', 'nm1015684']",64
tt2224026,['Tim Johnson'],nm0426333,"['Tom J. Astle (screenplay by)', 'Matt Ember (screenplay by)']","['nm0040022', 'nm0256079', 'edits#writers']","['Jim Parsons', 'Rihanna', 'Steve Martin']","['nm1433588', 'nm1982597', 'nm0000188']",55
tt5028340,['Rob Marshall'],nm0551128,"['P.L. Travers (based upon the ""Mary Poppins"" stories by) (as PL Travers)', 'David Magee (screen story by)']","['nm0871308', 'nm1341735', 'edits#writers']","['Emily Blunt', 'Lin-Manuel Miranda', 'Ben Whishaw']","['nm1289434', 'nm0592135', 'nm0924210']",66
tt0448694,['Chris Miller'],nm1844237,"['Tom Wheeler (screenplay by)', 'Brian Lynch (story by)']","['nm1117226', 'nm0528244', 'edits#writers']","['Antonio Banderas', 'Salma Hayek', 'Zach Galifianakis']","['nm0000104', 'nm0000161', 'nm0302108']",65
tt1001526,['Tom McGrath'],nm0569891,"['Alan Schoolcraft', 'Brent Simons']","['nm0774786', 'nm2523794']","['Will Ferrell', 'Jonah Hill', 'Brad Pitt']","['nm0002071', 'nm1706767', 'nm0000093']",63
tt2357291,['Carlos Saldanha'],nm0757858,"['Don Rhymer (screenplay by)', 'Carlos Kotkin (screenplay by)']","['nm0722610', 'nm6423183', 'edits#writers']","['Jesse Eisenberg', 'Anne Hathaway', 'Jemaine Clement']","['nm0251986', 'nm0004266', 'nm1318596']",49
tt0944835,['Phillip Noyce'],nm0637518,['Kurt Wimmer'],['nm0934483'],"['Angelina Jolie', 'Liev Schreiber', 'Chiwetel Ejiofor']","['nm0001401', 'nm0000630', 'nm0252230']",65
tt1959490,['Darren Aronofsky'],nm0004716,"['Darren Aronofsky', 'Ari Handel']","['nm0004716', 'nm0359504']","['Russell Crowe', 'Jennifer Connelly', 'Anthony Hopkins']","['nm0000128', 'nm0000124', 'nm0000164']",68
tt0983193,['Steven Spielberg'],nm0000229,"['Hergé (based on ""The Adventures of Tintin"" by)', 'Steven Moffat (screenplay by)']","['nm0378960', 'nm0595590', 'edits#writers']","['Jamie Bell', 'Andy Serkis', 'Daniel Craig']","['nm0068260', 'nm0785227', 'nm0185819']",68
tt1815862,['M. Night Shyamalan'],nm0796117,"['Gary Whitta (screenplay)', 'M. Night Shyamalan (screenplay)']","['nm1729428', 'nm0796117', 'edits#writers']","['Jaden Smith', 'David Denman', 'Will Smith']","['nm1535523', 'nm0219292', 'nm0000226']",33
tt0790736,['Robert Schwentke'],nm0777881,"['Phil Hay (screenplay by)', 'Matt Manfredi (screenplay by)']","['nm0006534', 'nm0542062', 'edits#writers']","['Ryan Reynolds', 'Jeff Bridges', 'Mary-Louise Parker']","['nm0005351', 'nm0000313', 'nm0000571']",25
tt2386490,['Dean DeBlois'],nm0213450,"['Dean DeBlois', 'Cressida Cowell (based upon the ""How to Train Your Dragon"" book series by)']","['nm0213450', 'nm2441763']","['Jay Baruchel', 'America Ferrera', 'F. Murray Abraham']","['nm0059431', 'nm1065229', 'nm0000719']",71
tt1673434,['Bill Condon'],nm0174374,"['Melissa Rosenberg (screenplay)', 'Stephenie Meyer (novel)']","['nm0742279', 'nm2769412']","['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']","['nm0829576', 'nm1500155', 'nm1210124']",52
tt3315342,['James Mangold'],nm0003506,"['James Mangold (story by)', 'Scott Frank (screenplay by)']","['nm0003506', 'nm0291082', 'edits#writers']","['Hugh Jackman', 'Patrick Stewart', 'Dafne Keen']","['nm0413168', 'nm0001772', 'nm6748436']",77
tt2692250,['Shawn Levy'],nm0506613,"['David Guion (screenplay)', 'Michael Handelman (screenplay)']","['nm1115862', 'nm1911349', 'edits#writers']","['Ben Stiller', 'Robin Williams', 'Owen Wilson']","['nm0001774', 'nm0000245', 'nm0005562']",47
tt1951265,['Francis Lawrence'],nm1349376,"['Peter Craig (screenplay)', 'Danny Strong (screenplay)']","['nm0185976', 'nm0834960', 'edits#writers']","['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']","['nm2225369', 'nm1242688', 'nm2955013']",64
tt1596343,['Justin Lin'],nm0510912,"['Chris Morgan', 'Gary Scott Thompson (characters)']","['nm0604555', 'nm0860155']","['Vin Diesel', 'Paul Walker', 'Dwayne Johnson']","['nm0004874', 'nm0908094', 'nm0425005']",66
tt0100758,['Steve Barron'],nm0006625,"['Kevin Eastman (characters)', 'Peter Laird (characters)']","['nm0247653', 'nm0481990', 'edits#writers']","['Judith Hoag', 'Elias Koteas', 'Josh Pais']","['nm0387432', 'nm0000480', 'nm0656929']",51
tt1515091,['Guy Ritchie'],nm0005363,"['Michele Mulroney', 'Kieran Mulroney']","['nm1802251', 'nm0612487', 'edits#writers']","['Robert Downey Jr.', 'Jude Law', 'Jared Harris']","['nm0000375', 'nm0000179', 'nm0364813']",48
tt3874544,['Tom McGrath'],nm0569891,"['Michael McCullers', 'Marla Frazee (based on the book by)']","['nm0567112', 'nm2807682']","['Alec Baldwin', 'Steve Buscemi', 'Jimmy Kimmel']","['nm0000285', 'nm0000114', 'nm0453994']",50
tt0082186,['Desmond Davis'],nm0204471,['Beverley Cross'],['nm0189117'],"['Laurence Olivier', 'Harry Hamlin', 'Claire Bloom']","['nm0000059', 'nm0002122', 'nm0001954']",59
tt1679335,"['Mike Mitchell', 'Walt Dohrn (co-director)']",nm0593610,"['Jonathan Aibel (screenplay by)', 'Glenn Berger (screenplay by)']","['nm0008743', 'nm0074184', 'edits#writers']","['Anna Kendrick', 'Justin Timberlake', 'Zooey Deschanel']","['nm0447695', 'nm0005493', 'nm0221046']",55
tt1446714,['Ridley Scott'],nm0000631,"['Jon Spaihts', 'Damon Lindelof']","['nm3123612', 'nm0511541', 'edits#writers']","['Noomi Rapace', 'Logan Marshall-Green', 'Michael Fassbender']","['nm0636426', 'nm1334869', 'nm1055413']",64
tt1194173,['Tony Gilroy'],nm0006904,"['Tony Gilroy (screenplay)', 'Dan Gilroy (screenplay)']","['nm0006904', 'nm0319659', 'edits#writers']","['Jeremy Renner', 'Rachel Weisz', 'Edward Norton']","['nm0719637', 'nm0001838', 'nm0001570']",61
tt5758778,['Rawson Marshall Thurber'],nm1098493,['Rawson Marshall Thurber'],['nm1098493'],"['Dwayne Johnson', 'Neve Campbell', 'Chin Han']","['nm0425005', 'nm0000117', 'nm1977856']",51
tt0100802,['Paul Verhoeven'],nm0000682,"['Philip K. Dick (short story ""We Can Remember It For You Wholesale"") (as Phillip K. Dick)', 'Ronald Shusett (screen story)']","['nm0001140', 'nm0795953', 'edits#writers']","['Arnold Schwarzenegger', 'Sharon Stone', 'Michael Ironside']","['nm0000216', 'nm0000232', 'nm0000461']",57
tt2094766,['Justin Kurzel'],nm0997291,"['Michael Lesslie (screenplay by)', 'Adam Cooper (screenplay by)']","['nm2078681', 'nm0177836', 'edits#writers']","['Michael Fassbender', 'Marion Cotillard', 'Jeremy Irons']","['nm1055413', 'nm0182839', 'nm0000460']",36
tt3095734,['Chris Wedge'],nm0917188,"['Derek Connolly (screenplay by)', 'Matthew Robinson (story by)']","['nm2081046', 'nm2816668', 'edits#writers']","['Lucas Till', 'Jane Levy', 'Thomas Lennon']","['nm1395771', 'nm3994408', 'nm0502073']",41
tt4196776,['Paul Greengrass'],nm0339030,"['Paul Greengrass', 'Christopher Rouse']","['nm0339030', 'nm0002582', 'edits#writers']","['Matt Damon', 'Tommy Lee Jones', 'Alicia Vikander']","['nm0000354', 'nm0000169', 'nm2539953']",58
tt0454876,['Ang Lee'],nm0000487,"['Yann Martel (novel)', 'David Magee (screenplay)']","['nm1674631', 'nm1341735']","['Suraj Sharma', 'Irrfan Khan', 'Adil Hussain']","['nm4139037', 'nm0451234', 'nm1300009']",79
tt2231461,['Brad Peyton'],nm0679031,"['Ryan Engle (screenplay by)', 'Carlton Cuse (screenplay by)']","['nm0257513', 'nm0193681', 'edits#writers']","['Dwayne Johnson', 'Naomie Harris', 'Malin Akerman']","['nm0425005', 'nm0365140', 'nm0015196']",45
tt1535108,['Neill Blomkamp'],nm0088955,['Neill Blomkamp'],['nm0088955'],"['Matt Damon', 'Jodie Foster', 'Sharlto Copley']","['nm0000354', 'nm0000149', 'nm1663205']",61
tt1483013,['Joseph Kosinski'],nm2676052,"['Karl Gajdusek (screenplay)', 'Michael Arndt (screenplay) (as Michael deBruyn)']","['nm2244980', 'nm1578335', 'edits#writers']","['Tom Cruise', 'Morgan Freeman', 'Andrea Riseborough']","['nm0000129', 'nm0000151', 'nm2057859']",54
tt3717490,['Dean Israelite'],nm2410311,"['John Gatins (screenplay by)', 'Matt Sazama (story by)']","['nm0309691', 'nm1948885', 'edits#writers']","['Dacre Montgomery', 'Naomi Scott', 'RJ Cyler']","['nm4223882', 'nm4305463', 'nm5518972']",44
tt0093870,['Paul Verhoeven'],nm0000682,"['Edward Neumeier', 'Michael Miner']","['nm0627159', 'nm0591160']","['Peter Weller', 'Nancy Allen', ""Dan O'Herlihy""]","['nm0000693', 'nm0000262', 'nm0641397']",67
