,count,imdb_keys,movie_titles,average_domroi,average_worldroi
barber shop,1,['tt3628584'],['Barbershop: The Next Cut'],1.70150255,1.7202101000000003
philadelphia pennsylvania',1,['tt6343314'],['Creed II'],1.31431778,3.27183044
jazz musician,1,['tt0443465'],['Before We Go'],-0.9876163333333332,-0.8386873333333333
gender equality,1,['tt4622512'],['Battle of the Sexes'],-0.49445896,-0.26218484
friendship between boys,1,['tt1935179'],['Mud'],1.1590086000000002,2.1556959
the predator character,1,['tt3829266'],['The Predator'],-0.4201737727272728,0.8123586704545455
60s',1,['tt7388562'],"['Paul, Apostle of Christ']",2.5095998,4.1058996
double barreled shotgun,1,['tt1549920'],['The Last Stand'],-0.5983233666666666,0.6110252333333334
bank',1,['tt5990474'],['Columbus'],0.45301,0.5864442857142858
water rescue',1,['tt1535109'],['Captain Phillips'],0.9479348545454546,3.0117851636363637
promiscuous wife,1,['tt1758810'],['The Snowman'],-0.8094067142857143,0.23503274285714285
reference to mythology,1,['tt0412253'],['Veronica Mars'],-0.4463121666666667,-0.4191028333333333
reference to the clash',1,['tt1355630'],['If I Stay'],3.588622090909092,6.1232881818181815
washington monument washington d.c.,1,['tt1611224'],['Abraham Lincoln: Vampire Hunter'],-0.4441609037037037,1.0368848888888889
slutty attitude,1,['tt3766354'],['The Equalizer 2'],0.32577093506493504,1.4734172987012988
home invasion',1,['tt4160708'],['Donâ\x80\x99t Breathe'],7.9217875,14.8973685
life or death,1,['tt1241226'],['Locker 13'],-0.9883466666666668,-0.9883466666666668
womanchild',1,['tt6791096'],['I Feel Pretty'],0.52486253125,1.86105615625
banking,1,['tt1596363'],['The Big Short'],1.5092810714285714,3.7558125714285713
islamophobia,1,['tt1684628'],['Circumstance'],-0.4954211111111111,0.06553111111111111
fish,1,['tt2277860'],['Finding Dory'],1.431477805,4.106075965
looking at the camera,1,['tt1636826'],['Project X'],3.56098875,7.585682333333334
costumed hero,1,['tt1872181'],['The Amazing Spider-Man 2'],0.014269665,2.54498168
car damage,1,['tt2103254'],['Tammy'],3.2262716,3.82038275
burglar,1,['tt3203528'],['No Good Deed'],2.980578181818182,3.115394696969697
unfaithful,1,['tt1578275'],['The Dilemma'],-0.30749585714285715,0.007812357142857143
bagman,1,['tt1194417'],['Casino Jack'],-0.83681048,-0.81822512
golden gate bridge san francisco,1,['tt1318514'],['Rise of the Planet of the Apes'],0.9006471505376344,4.064367741935484
disneyworld,1,['tt5649144'],['The Florida Project'],1.952183,4.647662
improvisation,1,['tt4972062'],['Donâ\x80\x99t Think Twice'],0.472661,0.472661
death of a friend,1,['tt1189340'],['The Lincoln Lawyer'],0.45023,1.17862715
reference to outer mongolia,1,['tt1814621'],['Admission'],0.3851782307692307,0.4410512307692308
space,1,['tt5442430'],['Life'],-0.4787237586206897,0.7401666551724138
vampire nation,1,['tt0433362'],['Daybreakers'],0.50507885,1.57227515
reference to mexico,1,['tt2109184'],['Paranormal Activity 4'],9.780067,27.5635984
talking to a bird,1,['tt4052882'],['The Shallows'],3.2401248461538463,8.135649384615384
aloof,1,['tt1719071'],['Another Happy Day'],-0.99772,-0.75536825
"""shot in the back of one's head""",1,['tt1416801'],['Kill the Irishman'],-0.9009838333333332,-0.9009838333333332
book reading,1,['tt1840417'],['The Words'],0.9158063333333332,1.7282846666666667
climbing a tree,1,['tt2788732'],['Peteâ\x80\x99s Dragon'],0.1728177076923077,1.1195226923076924
foot chase,1,['tt0882977'],['Snitch'],1.8620308,2.8605156000000003
narrator,1,['tt1840417'],['The Words'],0.9158063333333332,1.7282846666666667
national football league,1,['tt2223990'],['Draft Day'],0.15368948,0.1938992
woman wears a one piece swimsuit,1,['tt0082517'],['The Future'],-0.431338,0.239174
woman wears a gas mask,1,['tt0790628'],['The Incredible Burt Wonderstone'],-0.29569121875,-0.14398096875
death of recurring character,1,['tt4154756'],['Avengers: Infinity War'],1.2627182733333333,5.827114
world trade center,1,['tt3488710'],['The Walk'],-0.7096804857142858,0.7569172571428572
reference to philippines,1,['tt2848292'],['Pitch Perfect 2'],5.355042413793104,8.918119586206899
special attack,1,['tt7961060'],['Dragon Ball Super: Broly'],2.573735882352941,13.440912352941178
bear attack,1,['tt1663202'],['The Revenant'],0.3602806962962963,2.9476911259259264
extreme sports,1,['tt0102685'],['Point Break'],-0.71217519,0.26704591
tragedy',1,['tt1512235'],['Super'],-0.8689136000000001,-0.7624268
coast guard,1,['tt2025690'],['The Finest Hours'],-0.6061491714285714,-0.2963891285714286
reference to fredric march,1,['tt1156143'],['Les herbes folles'],-0.9711462857142856,-0.8640034285714285
straitjacket,1,['tt0780653'],['The Wolfman'],-0.5854007733333333,-0.04910428
commercial,1,['tt0810913'],['Jack and Jill'],-0.06128915189873418,0.9053065443037974
historian,1,['tt4645330'],['Denial'],-0.5926551999999999,-0.07360599999999999
female boxer',1,['tt4218572'],['Widows'],0.0600658,0.8466521999999999
father in law,1,['tt1791682'],"[""While We're Young""]",-0.2417935,0.7503828
female gargoyle,1,['tt1418377'],"['I, Frankenstein']",-0.706534,0.14731215384615384
contemporary western,1,['tt5717194'],['Redemption Road'],-0.9872243478260868,-0.9872243478260868
interracial couple,1,['tt1621045'],['Think Like a Man'],6.62893375,8.447813666666667
entertaining the troops,1,['tt1673697'],['The Sapphires'],-0.7276814444444445,1.2661155555555557
year 1964,1,['tt1491044'],['The Iceman'],-0.8069718000000001,-0.6376391
viking',1,['tt2386490'],['How to Train Your Dragon: The Hidden World'],0.2464480620155039,3.025258007751938
characters killed one by one',1,['tt3713166'],['Unfriended'],31.789645,63.364198
stiletto,1,['tt0473075'],['Prince of Persia: Sands of Time'],-0.54620162,0.68179838
free will,1,['tt1385826'],['The Adjustment Bureau'],0.2449331673306773,1.5285124501992031
display',1,['tt3322940'],['Annabelle'],11.965202,38.51737230769231
go bag,1,['tt3522806'],['Mechanic: Resurrection'],-0.469539925,1.743471
passion play,1,['tt4902904'],['The Resurrection of Gavin Stone'],0.151896,0.151896
prank call,1,['tt1971352'],['Compliance'],0.18253703703703705,2.0766666666666667
sports car,1,['tt1549920'],['The Last Stand'],-0.5983233666666666,0.6110252333333334
world tour,1,['tt2215719'],['Katy Perry: Part of Me'],1.1105059166666666,1.7250365833333334
reference to daniel keyes,1,['tt5001718'],"['Everything, Everything']",2.412114,5.1603136
nogales arizona',1,['tt1231583'],['Due Date'],0.5467545076923077,2.2575237384615385
chipmunk,1,['tt2974918'],['Alvin and the Chipmunks: The Road Chip'],-0.04570014444444445,1.7724217333333334
military police,1,['tt2994190'],['Camp X-Ray'],-0.990163,-0.8989469999999999
mentally unstable woman,1,['tt1017460'],['Splice'],-0.4329943333333333,-0.04858353333333333
public nudity',1,['tt0090837'],['Robot & Frank'],0.32698720000000003,0.9737424
breakdancing',1,['tt2467046'],['Left Behind'],-0.12375475,0.2980755625
great dane,1,['tt1392197'],['Marmaduke'],-0.32710424,0.7979185999999999
male vomits,1,['tt1116184'],['Jackass 3D'],4.8614846,7.58428965
year 1949,1,['tt1321870'],['Gangster Squad'],-0.2333182833333333,0.73501505
tragic hero,1,['tt1512235'],['Super'],-0.8689136000000001,-0.7624268
canadian',1,['tt1024648'],['Argo'],2.0567528764044942,4.104286674157303
talking dog,1,['tt5113040'],['The Secret Life of Pets 2'],-0.2025543125,0.4168937
kayaking,1,['tt4287320'],['The Circle'],0.13876911111111112,1.2584368888888888
male diva',1,['tt2503944'],['Burnt'],-0.3174027,0.8386754999999999
resentment,1,['tt1430607'],['Arthur Christmas'],-0.4533827176470589,0.7613779294117647
drinking shots,1,['tt5619332'],['Life of the Party'],0.7686637,1.1919970333333334
oxygen tank,1,['tt2582846'],['The Fault in Our Stars'],9.406029166666666,24.597236166666665
government cover up,1,['tt1216491'],['Kill the Messenger'],-0.5098308,0.331341
deserted city',1,['tt1991245'],['Chernobyl Diaries'],17.11964,41.411721
sodomy,1,['tt1535616'],['The Divide'],-0.994,-0.9478793333333332
effeminate character,1,['tt3014284'],['The Lego Ninjago Movie'],-0.15312064285714286,0.7533885857142857
destiny,1,['tt1964418'],['Tomorrowland'],-0.4503745764705882,0.2154559882352941
evil entity,1,['tt1457767'],['The Conjuring'],5.87000705,14.90000705
misuse of language,1,['tt1379182'],['Kynodontas'],-0.6586749226006192,3.2520340557275538
studio ghibli,1,['tt1568921'],['Kari gurashi no Arietti'],-0.16554304347826088,5.586786826086956
law school,1,['tt0491152'],['Something Borrowed'],0.11561397142857142,0.8595461714285715
ransom demand,1,['tt1656186'],['Stolen'],-0.9917207714285714,-0.4866358285714286
secret handshake',1,['tt1748207'],['Sound of My Voice'],2.022333333333333,2.181096296296296
ejaculation',1,['tt2139881'],['Long Shot'],-0.2449285,0.092775775
white boy raps,1,['tt0810922'],['Take Me Home Tonight'],-0.6353648421052631,-0.6012313684210526
near death',1,['tt0838247'],['After.Life'],-0.9758675555555556,-0.4484611111111111
mount vesuvius,1,['tt1921064'],['Pompeii'],-0.7103870875,0.3558629125
friend shooting friend,1,['tt1272878'],['2 Guns'],0.239548524590164,1.1720166393442624
spanish civil war,1,['tt1316616'],['There Be Dragons'],-0.9702962777777778,-0.8883058333333334
pirate ship,1,['tt1430626'],['The Pirates! Band of Misfits'],-0.4354340727272728,1.4753382727272728
exhumation,1,['tt3231054'],['Risen'],0.84400165,1.31278815
throwing a knife,1,['tt1032751'],"[""The Warrior's Way""]",-0.8650871428571428,-0.7972779761904762
vaccine,1,['tt1598778'],['Contagion'],0.2609682833333333,1.2925265666666668
reference to flowers for algernon,1,['tt5001718'],"['Everything, Everything']",2.412114,5.1603136
betrayal',1,['tt4560436'],['Mile 22'],0.0316788,0.8941463142857143
horse owner',1,['tt1028576'],['Secretariat'],0.7057003714285714,0.7250356285714286
reference to vishnu the hindu deity,1,['tt0240200'],['Water & Power'],-0.9290716666666666,-0.9290716666666666
barefoot female',1,['tt6811018'],['The Kid Who Would Be King'],-0.7154103389830508,-0.5195178644067796
lava bomb,1,['tt1921064'],['Pompeii'],-0.7103870875,0.3558629125
doll,1,['tt3882082'],['The Boy'],2.5819556,5.8220952000000015
death of child',1,['tt3397884'],['Sicario'],0.5629764333333334,1.813124966666667
honing a knife,1,['tt1372686'],['Coriolanus'],-0.9250359,-0.7820377
nationalization,1,['tt2800038'],['Atlas Shrugged: Who Is John Galt?'],-0.8296620000000001,-0.8296620000000001
trick or treat,1,['tt5325452'],['Tyler Perryâ\x80\x99s Boo! A Madea Halloween'],2.66031715,2.66031715
nosebleed,1,['tt2910814'],['The Signal'],-0.849776,-0.3336695
washington post,1,['tt6294822'],['The Post'],0.63806916,2.5949776
donald trump',1,['tt6322922'],['An Inconvenient Sequel'],2.496795,4.839322
tango',1,['tt6857166'],['Book Club'],5.8566296,8.1113683
amsterdam netherlands,1,['tt2582846'],['The Fault in Our Stars'],9.406029166666666,24.597236166666665
woman moaning from pleasure,1,['tt1502404'],['Drive Angry'],-0.78557934,-0.17914834
reference to cameron diaz,1,['tt0491152'],['Something Borrowed'],0.11561397142857142,0.8595461714285715
point of view,1,['tt3072482'],['Hardcore Henry'],3.626019,7.593717
porsche',1,['tt1661382'],['Grudge Match'],-0.2548185,0.7451814999999999
escape from prison',1,['tt2388637'],"[""Ain't Them Bodies Saints""]",-0.9216778,-0.7849982
sleeplessness,1,['tt2321549'],['The Babadook'],-0.524604,2.7411935
hood ornament,1,['tt1361313'],['The Extra Man'],-0.9352318571428572,-0.9296988571428572
summary execution,1,['tt3316948'],['American Ultra'],-0.48428625,0.08196528571428571
multiple outcomes,1,['tt0485947'],['Mr. Nobody'],-0.9999221075268816,-0.9995214193548388
reference to the pittsburgh steelers,1,['tt2334649'],['Fruitvale Station'],16.887775555555557,18.499605555555554
kissing,1,['tt1185344'],['Princess Kaiulani'],-0.9017903333333334,-0.9017903333333334
underground tunnel,1,['tt2870612'],"['As Above, So Below']",3.244463,7.364813199999999
motorcycle gang',1,['tt1232829'],['21 Jump Street'],2.2963730238095237,3.828867357142857
katrina aftermath,1,['tt0954990'],['The Yellow Handkerchief'],-0.9794436774193548,-0.9794436774193548
chubby,1,['tt2527336'],['Star Wars Ep. VIII: The Last Jedi'],0.9564081451104101,3.1536963627760253
medication',1,['tt7153766'],['Unsane'],4.126696,8.496620666666667
inspection,1,['tt1389137'],['We Bought a Zoo'],0.512491,1.37458146
belle character,1,['tt1152398'],['Beastly'],0.6391512352941177,1.2369547058823531
female rapper,1,['tt6288250'],['Patti Cake$'],-0.199852,0.47109
kids,1,['tt0473102'],['The Perfect Game'],-0.9128444,-0.68549064
election campaign,1,['tt1124035'],['The Ides of March'],0.7809797391304348,2.3798228260869565
no bra,1,['tt1499658'],['Horrible Bosses'],2.358244542857143,5.069074314285714
pokies,1,['tt1564367'],['Just Go With It'],0.2878513625,1.6871869125
megatron character,1,['tt1399103'],['Transformers: Dark of the Moon'],0.8071309897435898,4.763028425641027
meeting future self',1,['tt1409024'],['Men in Black 3'],-0.16734486511627908,2.042853418604651
based on biblical story,1,['tt1959490'],['Noah'],-0.22153812307692308,1.7140851153846153
trying to avoid making noise,1,['tt6644200'],['A Quiet Place'],10.060256529411765,18.677782
internet chat,1,['tt1529572'],['Trust'],-0.969996,-0.969996
band',1,['tt4062536'],['Green Room'],-0.3559258,-0.2384994000000001
violence against a woman,1,['tt5580036'],"['I, Tonya']",1.728594,3.8906735454545456
gag humor,1,['tt1149361'],['Micmacs'],-0.9700073095238096,-0.7200732857142857
"""camera shot of a woman's legs""",1,['tt2292959'],['The Canyons'],-0.761316,-0.7505
space habitat,1,['tt3659388'],['The Martian'],1.1151265092592593,5.067328175925926
1910s',1,['tt1568911'],['War Horse'],0.14119084285714287,1.2402218428571428
italian cuisine,1,['tt0879870'],['Eat Pray Love'],0.3429001666666667,2.44331315
celtic mythology,1,['tt1235796'],['Ondine'],-0.9541273333333332,-0.9535379166666668
racist,1,['tt0004972'],['The Birth of a Nation'],0.5861566,0.6891010999999999
feminism,1,['tt6107548'],['Late Night'],-0.93842375,-0.93842375
duffel bag,1,['tt1656186'],['Stolen'],-0.9917207714285714,-0.4866358285714286
falling into mud',1,['tt5083738'],['The Favourite'],1.2911188666666666,5.274261933333333
flamboyance,1,['tt2066051'],['Rocketman'],0.3986030487804878,1.64982256097561
memorial service,1,['tt1798243'],['Rudderless'],-0.9887998,-0.8865562
meat hammer,1,['tt1853739'],"[""You're Next""]",17.494006,25.887177
newspaper headline',1,['tt2004420'],['Neighbors'],7.338155555555558,14.052468222222226
side effect,1,['tt2053463'],['Side Effects'],0.07242523333333334,1.2247379333333333
ex boyfriend ex girlfriend relationship',1,['tt1473832'],['Bridget Jonesâ\x80\x99s Baby'],-0.3102912857142857,4.8806482285714266
teenage sex,1,['tt1714206'],['The Spectacular Now'],1.7411883999999995,1.7667804
cosmology,1,['tt2980516'],['The Theory of Everything'],1.3929024666666667,7.221846133333332
spanking a woman,1,['tt1571222'],['A Dangerous Method'],-0.71489585,-0.25962345
aron ralston,1,['tt1542344'],['127 Hours'],0.018623888888888888,2.3453983888888894
juarez mexico,1,['tt3397884'],['Sicario'],0.5629764333333334,1.813124966666667
impostor',1,['tt2381249'],['Mission: Impossibleâ\x80\x94Rogue Nation'],0.3002825133333333,3.59239328
moses character,1,['tt0082517'],['The Future'],-0.431338,0.239174
music school,1,['tt2582802'],['Whiplash'],2.9672745454545453,10.80879909090909
maggot,1,['tt4030600'],['The Bye Bye Man'],2.0264602702702703,3.214557702702703
dying father,1,['tt1316616'],['There Be Dragons'],-0.9702962777777778,-0.8883058333333334
ashram',1,['tt0240200'],['Water & Power'],-0.9290716666666666,-0.9290716666666666
big knife,1,['tt0473075'],['Prince of Persia: Sands of Time'],-0.54620162,0.68179838
block party,1,['tt0979434'],['Lottery Ticket'],0.4541105294117647,0.4541105294117647
homicidal maniac,1,['tt0077651'],['Halloween'],14.934201500000002,24.4900667
drink in title',1,['tt3553442'],['Whiskey Tango Foxtrot'],-0.34047617142857145,-0.27569294285714285
female captive,1,['tt1582507'],['House at the End of the Street'],3.5814371014492754,5.391881449275362
indian ocean',1,['tt2017038'],['All is Lost'],-0.26309764705882355,0.22197811764705885
outrunning explosion,1,['tt1408253'],['Ride Along'],4.3681025999999985,5.149352
peter pevensie character,1,['tt0980970'],['The Chronicles of Narnia: The Voyage of the Dawn Treader'],-0.3265358064516129,1.6979803225806451
girl wearing a hoody',1,['tt4520364'],['Morgan'],-0.510593625,-0.08765175
commando raid,1,['tt1790885'],['Zero Dark Thirty'],0.8232517333333333,1.5640463809523808
megalodon,1,['tt4779682'],['The Meg'],-0.18290032584269664,1.9748916573033708
first nations,1,['tt4686698'],['Frontera'],-0.9740452173913045,-0.9740452173913045
spy versus spy,1,['tt1596350'],['This Means War'],-0.1575262923076923,1.4149931846153847
safe house,1,['tt1599348'],['Safe House'],0.4844897647058824,1.4534372
libya,1,['tt4172430'],['13 Hours: The Secret Soldiers of Benghazi'],0.05706438,0.3882274000000001
sitting on a toilet',1,['tt1758830'],['This is 40'],0.929843,1.577748057142857
tin man character,1,['tt0884726'],['Legends of Oz: Dorothyâ\x80\x99s Return'],-0.8791093285714285,-0.7127438142857143
australian abroad,1,['tt3387542'],['The Forest'],1.6594261,3.074923
firefight',1,['tt2101341'],['Dead Man Down'],-0.6368235,-0.3466675333333333
envelope',1,['tt1547234'],['Premium Rush'],-0.4207015428571429,-0.1030514
hiv positive,1,['tt0790636'],['Dallas Buyers Club'],4.459657,11.122369
magic tree,1,['tt1854564'],['Percy Jackson: Sea of Monsters'],-0.2382271777777777,1.2317728222222222
stepfather stepson relationship,1,['tt1464174'],"['Big Mommas: Like Father, Like Son']",0.1848566875,1.5728890625
mob violence,1,['tt0065895'],['Les Intouchables'],0.22058157407407408,43.895652314814825
yakuza',1,['tt2295722'],['Falcon Rising'],-0.9973835555555556,-0.9973835555555556
ocean liner,1,['tt1220634'],['Resident Evil: Afterlife'],0.04571419130434783,4.145638086956522
medication,1,['tt2053463'],['Side Effects'],0.07242523333333334,1.2247379333333333
shot in the forehead,1,['tt3813310'],['Cop Car'],-0.9730896,-0.9712684
martyrdom,1,['tt0490215'],['Silence'],-0.8473080215053763,-0.4897499784946237
animated sequence,1,['tt5028340'],['Mary Poppins Returns'],0.3227572153846154,1.6271424461538462
chauffeur,1,['tt1974420'],['Rules Donâ\x80\x99t Apply'],-0.8632132584269663,-0.8550019475655429
parallel world,1,['tt4633694'],['Spider-Man: Into The Spider-Verse 3D'],1.1130355,3.1709085333333333
strange noise,1,['tt1034415'],['Suspiria'],-0.8758264000000001,-0.64826925
dead end job,1,['tt6288250'],['Patti Cake$'],-0.199852,0.47109
omnivore,1,['tt1762399'],['Walking with Dinosaurs'],-0.5490484875,0.542110525
g string,1,['tt1907668'],['Flight'],2.0249153225806453,4.179304451612904
furniture designer,1,['tt1758692'],['Like Crazy'],12.581564,13.9136
nelson mandela,1,['tt2304771'],['Mandela: Long Walk to Freedom'],-0.7621975714285715,-0.1459885142857143
high school crush,1,['tt7958736'],['MA'],6.209908,7.860125
urinating on oneself,1,['tt1531663'],['Everything Must Go'],-0.4575738,-0.435798
reference to jack nicholson,1,['tt2361509'],['The Intern'],0.8941167999999999,3.92789275
kettle weight,1,['tt6421110'],['Proud Mary'],-0.3043787333333333,-0.2763487
facial bruise,1,['tt5322012'],['Wish Upon'],0.19179208333333334,0.9564454166666668
blonde bombshell',1,['tt1655420'],['My Week with Marilyn'],0.4597405,2.4240572
snake poison,1,['tt2557490'],['A Million Ways to Die in The West'],0.068024125,1.169463925
teleportation,1,['tt1385826'],['The Adjustment Bureau'],0.2449331673306773,1.5285124501992031
implanted memory,1,['tt0100802'],['Total Recall'],-0.528976248,0.6948487040000001
sexy woman,1,['tt0446029'],['Scott Pilgrim vs. The World'],-0.6281021647058823,-0.43462630588235296
trophy,1,['tt3859304'],['The Bronze'],-0.8240525714285715,-0.8240525714285715
polynesian,1,['tt3521164'],['Moana'],0.6583802933333334,3.2501157666666667
no dialogue,1,['tt2872750'],['Shaun the Sheep'],-0.22496072,3.07700644
shot to death',1,['tt4540710'],['Miss Sloane'],-0.8055219444444445,-0.5711316666666667
sex in a bathtub,1,['tt0090583'],['About Last Night'],2.741360307692308,2.8804507692307686
weekend,1,['tt1640484'],['Jumping the Broom'],4.327913428571429,4.4512287142857145
vintage clothing,1,['tt1667307'],['Damsels in Distress'],-0.664155,-0.558567
golddigger,1,['tt1374989'],['Pride and Prejudice and Zombies'],-0.6104538928571429,-0.405775
sisters of the sacred heart,1,['tt2431286'],['Philomena'],2.14249825,7.246949333333332
casino',1,['tt2582782'],['Hell or High Water'],1.2506536666666668,2.132025333333333
death of mother',1,['tt1907639'],['Hardflip'],-0.903266,-0.903266
last day of school,1,['tt3401882'],['Fist Fight'],0.28748068,0.61145664
sexism,1,['tt3077214'],['Suffragette'],-0.6641128571428572,1.4317792142857142
comic book artist,1,['tt0935075'],['Rabbit Hole'],-0.5541884,0.2410068
nervousness,1,['tt4795124'],['How to Be a Latin Lover'],2.2149404,5.2556227999999985
adult filmmaking,1,['tt1411664'],['Bucky Larson: Born to Be a Star'],-0.7470604999999999,-0.7470604999999999
two women one man,1,['tt1856101'],['Blade Runner 2049'],-0.5024099513513514,0.4019319351351352
necrophilia,1,['tt1974419'],['The Neon Demon'],-0.8222501333333333,-0.5253595999999999
armenian genocide,1,['tt4776998'],['The Promise'],-0.9086190222222222,-0.8827620333333334
windchime,1,['tt1071812'],"[""Mao's Last Dancer""]",-0.7329583333333334,0.4411909444444445
horror spoof,1,['tt1612774'],['Rubber'],-0.7992600000000001,0.361828
chanting,1,['tt3702652'],['The Other Side of the Door'],-0.3999316,1.5810214
jesus christ character,1,['tt1268799'],['A Very Harold & Kumar 3D Christmas'],0.75305155,0.81328725
sex tourism,1,['tt1772408'],['Trade of Innocents'],-0.9973981034482758,-0.9973981034482758
abbot,1,['tt0485601'],['The Secret of Kells'],-0.91371375,-0.552150375
mass surveillance,1,['tt3774114'],['Snowden'],-0.56824962,-0.29238164
beagle,1,['tt2452042'],['The Peanuts Movie'],0.31493344444444443,1.5261778787878788
5th century b.c.,1,['tt1253863'],['300: Rise of an Empire'],-0.03109044545454545,2.007091372727273
watching a movie,1,['tt1071812'],"[""Mao's Last Dancer""]",-0.7329583333333334,0.4411909444444445
ecstasy,1,['tt2776878'],['Thank You for Your Service'],-0.5260305000000001,-0.5007342
skinny dipping,1,['tt1655460'],['Wanderlust'],-0.4680567692307692,-0.2566174153846154
boyhood friend,1,['tt1702443'],['Justin Bieber: Never Say Never'],4.616454615384615,6.618009615384616
british soldier,1,['tt1568911'],['War Horse'],0.14119084285714287,1.2402218428571428
incantation,1,['tt0963966'],"[""The Sorcerer's Apprentice""]",-0.60530630625,0.3624145
dole,1,['tt1222817'],['Zookeeper'],0.004510825,1.1350690625
part computer animated,1,['tt3095734'],['Monster Trucks'],-0.7330386720000001,-0.506857616
brother versus brother,1,['tt1219342'],"[""Legend of the Guardians: The Owls of Ga'Hoole""]",-0.44324687,0.39716717
murder suspect,1,['tt2267998'],['Gone Girl'],1.7502817868852458,5.042085065573772
sunrise,1,['tt2473794'],['Mr. Turner'],-0.7172467142857143,0.7990732857142857
watching tv',1,['tt3316948'],['American Ultra'],-0.48428625,0.08196528571428571
capuchin monkey,1,['tt4871980'],['The Perfect Match'],0.9339042,1.03641
power,1,['tt7961060'],['Dragon Ball Super: Broly'],2.573735882352941,13.440912352941178
gun in mouth,1,['tt2101441'],['Spring Breakers'],1.8248572,5.2298502
killer dog,1,['tt4062536'],['Green Room'],-0.3559258,-0.2384994000000001
job loss,1,['tt1212419'],['Hereafter'],-0.34506118,1.1732053999999998
three nipples,1,['tt6781982'],['Night School'],1.6668665517241383,2.5520273103448274
ends with real life footage,1,['tt1194417'],['Casino Jack'],-0.83681048,-0.81822512
breathplay,1,['tt5177088'],['The Girl in the Spiderâ\x80\x99s Web'],-0.6551498837209302,-0.1864339069767442
urinating,1,['tt6017942'],['Kin'],-0.8093968,-0.6634393
"""woman breaks a man's neck""",1,['tt2002718'],['Machete Kills'],-0.59959195,-0.08634955
premature ejaculation,1,['tt1411664'],['Bucky Larson: Born to Be a Star'],-0.7470604999999999,-0.7470604999999999
half human half alien,1,['tt1472584'],['Max Steel'],-0.6181336,-0.543692
incest subtext',1,['tt3612616'],['Mommy'],-0.285980612244898,2.5787763265306123
dildo,1,['tt2294449'],['22 Jump Street'],2.83438674,5.62667752
university of arkansas razorbacks football team,1,['tt2950418'],['Greater'],-0.7777674444444445,-0.7777674444444445
large breasts',1,['tt2203939'],['The Other Woman'],1.097779825,3.877779825
custom car,1,['tt2369135'],['Need for Speed'],-0.33987110606060605,1.9419639242424245
promiscuity,1,['tt1282140'],['Easy A'],6.3001830000000005,8.525090125
heimdall character,1,['tt0800369'],['Thor'],0.20687082666666667,1.9955107866666664
female feet,1,['tt0795351'],['Case 39'],-0.5088203333333333,0.0656972962962963
co written by director',1,['tt1560985'],['The Devil Inside'],52.262945,100.75949
metaphor,1,['tt4520364'],['Morgan'],-0.510593625,-0.08765175
washington d.c. lobbyist,1,['tt1194417'],['Casino Jack'],-0.83681048,-0.81822512
sawing off an arm,1,['tt4971344'],['The Sisters Brothers'],-0.917288,-0.6541301052631578
boston massachusetts',1,['tt0790736'],['R.I.P.D.'],-0.7413934230769231,-0.3917178615384616
sex comedy,1,['tt4667094'],['Fifty Shades of Black'],1.337388,3.422615
sex with a colleague,1,['tt1226753'],['The Debt'],0.5588774000000001,1.3302027
abandoned place,1,['tt4610748'],['Abduction'],-0.19750985714285715,1.4756674
radio city,1,['tt1598822'],['New Yearâ\x80\x99s Eve'],1.0978706923076924,4.648087423076923
pet canine,1,['tt1142977'],['Frankenweenie'],-0.09518492307692307,1.080789435897436
colorado,1,['tt7616798'],['A Dogâ\x80\x99s Way Home'],-0.3122505737704918,0.33032277049180325
ethnography,1,['tt2375605'],['The Act of Killing'],-0.513081,0.227316
motor vehicle,1,['tt1071875'],['Ghost Rider: Spirit of Vengeance'],-0.09168417543859647,1.617848333333333
neo western',1,['tt1549920'],['The Last Stand'],-0.5983233666666666,0.6110252333333334
judiciary,1,['tt0107818'],['People Like Us'],-0.223013,-0.211408
mankini,1,['tt2296777'],['Sherlock Gnomes'],-0.26706998305084745,0.4835195084745762
uzi,1,['tt1641841'],['Skin Trade'],-0.999862,-0.999862
imperative in title,1,['tt1307926'],['Go For It!'],-0.9264338775510204,-0.9255681632653059
wimbledon,1,['tt5727282'],['Borg vs McEnroe'],-0.9691538666666668,-0.5656104000000001
hamburger,1,['tt2243537'],['A Haunted House'],15.0166732,22.9690232
police station,1,['tt1596343'],['Fast Five'],0.6802505999999999,4.041307632
talking animal',1,['tt1277953'],"[""Madagascar 3: Europe's Most Wanted""]",0.4923550482758621,4.1511811793103455
brain scan,1,['tt3322364'],['Concussion'],-0.013376228571428572,0.43896542857142856
car crashing into a tree,1,['tt1588334'],"['Jeff, Who Lives at Home']",-0.5730574,-0.5291873
quick draw,1,['tt2140037'],['Jane Got a Gun'],-0.93944828,-0.8491462
toy comes to life,1,['tt1041804'],['The Nutcracker in 3D'],-0.9978282333333334,-0.7725998222222222
wish,1,['tt1390539'],['The Lost Medallion: The Adventures of Billy Stone'],-0.7801471999999999,-0.7801471999999999
clinical trial,1,['tt2053463'],['Side Effects'],0.07242523333333334,1.2247379333333333
transfer student,1,['tt1667307'],['Damsels in Distress'],-0.664155,-0.558567
tragic event',1,['tt4950110'],['Iâ\x80\x99m Not Ashamed'],0.38865333333333335,0.38865333333333335
immortal',1,['tt1325004'],['The Twilight Saga: Eclipse'],3.4195845735294124,9.383865117647057
bull riding,1,['tt2726560'],['The Longest Ride'],0.10135638235294116,0.8765567058823529
