,0,1,2,3,4,5,6,7,8,9
tt2194499,About Time,2013,R,2h 3min,"['Comedy', 'Drama', 'Fantasy']",8 November 2013,USA,7.8,,
tt7125860,If Beale Street Could Talk,2018,R,1h 59min,"['Drama', 'Romance']",25 December 2018,USA,7.1,,
tt5322012,Wish Upon,2017,PG-13,1h 30min,"['Drama', 'Fantasy', 'Horror']",14 July 2017,USA,5.0,,
tt1842530,Unforgettable,,TV-14,1h,"['Crime', 'Drama', 'Mystery']",TV Series,2011–2016,6.7,,
tt5301662,Marshall,2017,PG-13,1h 58min,"['Biography', 'Crime', 'Drama']",13 October 2017,USA,7.2,,
tt1764183,Arbitrage,2012,R,1h 47min,"['Drama', 'Thriller']",14 September 2012,USA,6.6,,
tt1566501,For Greater Glory: The True Story of Cristiada,2012,R,2h 25min,"['Drama', 'History', 'War']",1 June 2012,USA,6.6,,
tt2358891,The Great Beauty,2013,Not Rated,2h 21min,['Drama'],14 March 2014,USA,7.8,,
tt1682180,Stoker,2013,R,1h 39min,"['Drama', 'Mystery', 'Thriller']",1 March 2013,UK,6.8,,
tt1416801,Kill the Irishman,2011,R,1h 46min,"['Biography', 'Crime', 'Drama']",11 May 2012,Mexico,7.1,,
tt1730687,Darling Companion,2012,PG-13,1h 43min,"['Comedy', 'Drama', 'Romance']",24 May 2012,Israel,5.1,,
tt1235796,Ondine,2009,PG-13,1h 51min,"['Drama', 'Mystery', 'Romance']",5 March 2010,Ireland,6.8,,
tt1428556,"A Woman, a Gun and a Noodle Shop",2009,R,1h 35min,"['Comedy', 'Drama']",11 December 2009,China,5.6,,
m3507289,,,,,,,,,,
tt1486193,5 Days of War,2011,R,1h 53min,"['Action', 'Drama', 'War']",6 June 2011,Georgia,5.6,,
tt3453052,10 Days in a Madhouse,2015,R,1h 51min,['Drama'],11 November 2015,USA,6.3,,
tt2910904,The Dressmaker,2015,R,1h 59min,"['Comedy', 'Drama']",29 October 2015,Australia,7.1,,
tt2402927,Carol,2015,R,1h 58min,"['Drama', 'Romance']",15 January 2016,USA,7.2,,
tt1860213,Dirty Grandpa,2016,R,1h 42min,['Comedy'],22 January 2016,USA,5.9,,
tt0964517,The Fighter,2010,R,1h 56min,"['Biography', 'Drama', 'Sport']",17 December 2010,USA,7.8,,
tt1355630,If I Stay,2014,PG-13,1h 47min,"['Drama', 'Fantasy', 'Music']",22 August 2014,USA,6.7,,
tt2381111,Brooklyn,2015,PG-13,1h 57min,"['Drama', 'Romance']",25 November 2015,USA,7.5,,
tt2404425,Woman in Gold,2015,PG-13,1h 49min,"['Biography', 'Drama', 'History']",10 April 2015,USA,7.3,,
tt5580036,"I, Tonya",2017,R,1h 59min,"['Biography', 'Comedy', 'Drama']",19 January 2018,USA,7.5,,
tt6513120,Fighting with My Family,2019,PG-13,1h 48min,"['Biography', 'Comedy', 'Drama']",22 February 2019,USA,7.1,,
tt1441951,Quartet,2012,PG-13,1h 38min,"['Comedy', 'Drama']",1 March 2013,USA,6.8,,
tt2042568,Inside Llewyn Davis,2013,R,1h 44min,"['Comedy', 'Drama', 'Music']",10 January 2014,USA,7.5,,
tt1699755,Peeples,2013,PG-13,1h 35min,"['Comedy', 'Romance']",10 May 2013,USA,5.3,,
tt4832640,Sultan,2016,Not Rated,2h 50min,"['Action', 'Drama', 'Sport']",6 July 2016,USA,7.0,,
tt1233192,Brighton Rock,2010,R,1h 51min,"['Crime', 'Drama', 'Thriller']",4 February 2011,UK,5.7,,
tt0065895,Machine Gun McCain,1969,GP,1h 36min,"['Crime', 'Drama', 'Thriller']",29 October 1970,USA,6.1,,
tt1709143,The Last Days on Mars,2013,R,1h 38min,"['Adventure', 'Horror', 'Sci-Fi']",19 September 2013,UK,5.5,,
tt1573072,Housefull,2010,Not Rated,2h 24min,['Comedy'],30 April 2010,India,5.4,,
tt0077651,Halloween,1978,R,1h 31min,"['Horror', 'Thriller']",27 October 1978,USA,7.8,,
tt4160708,Don't Breathe,2016,R,1h 28min,"['Crime', 'Horror', 'Thriller']",26 August 2016,USA,7.1,,
tt4094724,The Purge: Election Year,2016,R,1h 48min,"['Action', 'Horror', 'Sci-Fi']",1 July 2016,USA,6.0,,
tt6857166,Book Club,2018,PG-13,1h 44min,"['Comedy', 'Drama', 'Romance']",18 May 2018,USA,6.1,,
tt5726086,Insidious: The Last Key,2018,PG-13,1h 43min,"['Horror', 'Mystery', 'Thriller']",5 January 2018,USA,5.7,,
tt3195644,Insidious: Chapter 3,2015,PG-13,1h 37min,"['Horror', 'Mystery', 'Thriller']",5 June 2015,USA,6.1,,
tt4925292,Lady Bird,2017,R,1h 34min,"['Comedy', 'Drama']",1 December 2017,USA,7.4,,
tt1412386,The Best Exotic Marigold Hotel,2011,PG-13,2h 4min,"['Comedy', 'Drama', 'Romance']",25 May 2012,USA,7.2,,
tt7784604,Hereditary,2018,R,2h 7min,"['Drama', 'Horror', 'Mystery']",8 June 2018,USA,7.3,,
tt10166602,"Love, Victor",,TV-14,30min,"['Comedy', 'Drama', 'Romance']",TV Series,2020– ,8.1,,
tt0387564,Saw,2004,R,1h 43min,"['Horror', 'Mystery']",29 October 2004,USA,7.6,,
tt3882082,The Boy,2016,PG-13,1h 37min,"['Horror', 'Mystery', 'Thriller']",22 January 2016,USA,6.0,,
tt5001718,"Everything, Everything",2017,PG-13,1h 36min,"['Drama', 'Romance']",19 May 2017,USA,6.4,,
tt1314655,Devil,2010,PG-13,1h 20min,"['Horror', 'Mystery', 'Thriller']",17 September 2010,USA,6.2,,
tt2555736,The Second Best Exotic Marigold Hotel,2015,PG,2h 2min,"['Comedy', 'Drama']",6 March 2015,USA,6.6,,
tt4795124,How to Be a Latin Lover,2017,PG-13,1h 55min,"['Comedy', 'Drama']",28 April 2017,USA,6.0,,
tt5690360,Slender Man,2018,PG-13,1h 33min,"['Horror', 'Mystery', 'Thriller']",10 August 2018,USA,3.2,,
tt7424200,Teen Titans GO! to the Movies,2018,PG,1h 24min,"['Animation', 'Action', 'Adventure']",27 July 2018,USA,6.8,,
tt1389139,When the Bough Breaks,2016,PG-13,1h 47min,"['Crime', 'Drama', 'Horror']",9 September 2016,USA,5.1,,
tt2515086,One Direction: This Is Us,2013,PG,1h 32min,"['Documentary', 'Music']",30 August 2013,USA,4.2,,
tt2752772,Sinister 2,2015,R,1h 37min,"['Horror', 'Mystery', 'Thriller']",21 August 2015,USA,5.3,,
tt3387542,The Forest,2016,PG-13,1h 33min,"['Horror', 'Mystery', 'Thriller']",8 January 2016,USA,4.8,,
tt1876451,Sparkle,2012,PG-13,1h 56min,"['Drama', 'Music']",17 August 2012,USA,5.7,,
tt4669186,What Now?,2016,R,1h 36min,"['Documentary', 'Comedy']",14 October 2016,USA,5.9,,
tt1935179,Mud,2012,PG-13,2h 10min,['Drama'],10 May 2013,USA,7.4,,
tt1564585,Skyline,2010,PG-13,1h 32min,"['Action', 'Sci-Fi', 'Thriller']",12 November 2010,USA,4.4,,
tt3521126,The Disaster Artist,2017,R,1h 44min,"['Biography', 'Comedy', 'Drama']",8 December 2017,USA,7.4,,
tt1540011,Blair Witch,2016,R,1h 29min,"['Horror', 'Mystery', 'Thriller']",16 September 2016,USA,5.0,,
tt2473510,Paranormal Activity: The Ghost Dimension,2015,R,1h 28min,"['Horror', 'Mystery', 'Thriller']",23 October 2015,USA,4.6,,
tt0004972,The Birth of a Nation,1915,TV-PG,3h 15min,"['Drama', 'History', 'War']",21 March 1915,USA,6.3,,
tt1655420,My Week with Marilyn,2011,R,1h 39min,"['Biography', 'Drama']",23 December 2011,USA,6.9,,
tt1126590,Big Eyes,2014,PG-13,1h 46min,"['Biography', 'Crime', 'Drama']",25 December 2014,USA,7.0,,
tt4807408,The Best of Enemies,2019,PG-13,2h 13min,"['Biography', 'Drama', 'History']",5 April 2019,USA,7.1,,
tt1333125,Movie 43,2013,R,1h 34min,['Comedy'],25 January 2013,USA,4.3,,
tt4595882,Can You Ever Forgive Me?,2018,R,1h 46min,"['Biography', 'Comedy', 'Crime']",2 November 2018,South Africa,7.1,,
tt1470023,MacGruber,2010,R,1h 30min,"['Action', 'Comedy']",21 May 2010,USA,5.5,,
tt2170299,Bad Words,2013,R,1h 29min,"['Comedy', 'Drama']",28 March 2014,USA,6.6,,
tt1791682,While We're Young,2014,R,1h 37min,"['Comedy', 'Drama', 'Mystery']",17 April 2015,USA,6.3,,
tt1307068,Seeking a Friend for the End of the World,2012,R,1h 41min,"['Adventure', 'Comedy', 'Drama']",22 June 2012,USA,6.7,,
tt4009278,Intruders,2015,R,1h 30min,"['Drama', 'Horror', 'Thriller']",15 January 2016,USA,5.7,,
tt1477837,Cedar Rapids,2011,R,1h 27min,['Comedy'],18 March 2011,USA,6.2,,
tt1748227,The Collection,2012,R,1h 22min,"['Action', 'Adventure', 'Crime']",30 November 2012,USA,6.1,,
tt1772288,Danny Collins,2015,R,1h 46min,"['Biography', 'Comedy', 'Drama']",10 April 2015,USA,7.0,,
tt11641040,Emma: Io son per te l'amore,2011,4min,"Short, 
Music",['Video 9 August 2011'],4min,"Short, 
Music",Video 9 August 2011,,
tt1801552,Gotti,2018,R,1h 52min,"['Biography', 'Crime', 'Drama']",14 June 2018,Hungary,4.8,,
tt1588334,"Jeff, Who Lives at Home",2011,R,1h 23min,"['Comedy', 'Drama']",11 May 2012,UK,6.5,,
tt4645330,Denial,2016,PG-13,1h 49min,"['Biography', 'Drama']",21 October 2016,USA,6.7,,
tt0787524,The Man Who Knew Infinity,2015,PG-13,1h 48min,"['Biography', 'Drama']",29 April 2016,USA,7.2,,
tt1472584,Max Steel,2016,PG-13,1h 32min,"['Action', 'Adventure', 'Fantasy']",14 October 2016,USA,4.6,,
tt2937696,Everybody Wants Some!!,2016,R,1h 57min,['Comedy'],7 April 2016,Russia,6.9,,
tt1985017,Atlas Shrugged II: The Strike,2012,PG-13,1h 51min,"['Drama', 'Mystery', 'Sci-Fi']",12 October 2012,USA,5.4,,
tt2752688,Rosewater,2014,R,1h 43min,"['Biography', 'Drama']",27 November 2014,Israel,6.6,,
tt1411664,Bucky Larson: Born to Be a Star,2011,R,1h 37min,['Comedy'],9 September 2011,USA,3.2,,
tt1491044,The Iceman,2012,R,1h 46min,"['Biography', 'Crime', 'Drama']",2 May 2013,Lebanon,6.8,,
tt1441953,Testament of Youth,2014,PG-13,2h 9min,"['Biography', 'Drama', 'History']",16 January 2015,UK,7.3,,
tt4158096,Free Fire,2016,R,1h 31min,"['Action', 'Comedy', 'Crime']",21 April 2017,USA,6.4,,
tt1554091,A Better Life,2011,PG-13,1h 38min,"['Drama', 'Romance']",28 July 2011,Thailand,7.2,,
tt1285309,The Joneses,2009,R,1h 36min,"['Comedy', 'Drama']",23 April 2010,USA,6.5,,
tt1726669,Killer Joe,2011,R,1h 42min,"['Crime', 'Drama', 'Thriller']",29 June 2012,UK,6.7,,
tt2674454,Churchill,2017,PG,1h 45min,"['Biography', 'Drama', 'History']",2 June 2017,USA,6.1,,
tt1777595,50 to 1,2014,PG-13,1h 50min,['Drama'],21 March 2014,USA,6.4,,
tt1372686,Coriolanus,2011,R,2h 3min,"['Drama', 'Thriller', 'War']",20 January 2012,UK,6.1,,
tt2345112,Parkland,2013,PG-13,1h 33min,"['Drama', 'History', 'Mystery']",2 October 2013,France,6.4,,
tt2553908,"Cinco de Mayo, La Batalla",2013,R,2h 5min,"['Drama', 'History', 'War']",3 May 2013,Mexico,6.2,,
tt1183923,Welcome to the Rileys,2010,R,1h 50min,['Drama'],18 November 2011,UK,7.0,,
tt4254584,Kicks,2016,R,1h 20min,"['Adventure', 'Drama']",9 September 2016,USA,6.4,,
tt1247667,High School,2010,R,1h 39min,['Comedy'],23 November 2012,Spain,5.8,,
tt1210039,Blood Done Sign My Name,2010,PG-13,2h 8min,['Drama'],19 February 2010,USA,6.6,,
tt1247662,The Good Guy,2009,R,1h 30min,"['Comedy', 'Romance']",19 February 2010,USA,5.8,,
tt0887732,Days and Clouds,2007,Unrated,1h 58min,['Drama'],11 July 2008,USA,6.9,,
tt2325977,Strangerland,2015,R,1h 52min,"['Drama', 'Mystery', 'Thriller']",10 July 2015,USA,5.2,,
tt3074732,Of Horses and Men,2013,Not Rated,1h 21min,"['Comedy', 'Drama', 'Romance']",11 March 2015,USA,6.8,,
tt3202120,Barbecue,2014,Not Rated,1h 38min,['Comedy'],26 December 2014,USA,6.1,,
tt3352390,Friend Request,2016,R,1h 32min,"['Horror', 'Mystery', 'Thriller']",22 September 2017,USA,5.3,,
tt1376195,Gunless,2010,1h 29min,"Action, 
Comedy, 
Drama",['30 April 2010 (Canada)'],1h 29min,"Action, 
Comedy, 
Drama",30 April 2010 (Canada),6.5,
tt1602620,Amour,2012,PG-13,2h 7min,"['Drama', 'Romance']",20 September 2012,Germany,7.9,,
tt5074352,Dangal,2016,Not Rated,2h 41min,"['Action', 'Biography', 'Drama']",21 December 2016,USA,8.4,,
tt1017451,The Runaways,2010,R,1h 46min,"['Biography', 'Drama', 'Music']",8 April 2010,Malaysia,6.5,,
tt1527186,Melancholia,2011,R,2h 15min,"['Drama', 'Sci-Fi']",26 May 2011,Denmark,7.2,,
tt2176013,Jab Tak Hai Jaan,2012,Not Rated,2h 56min,"['Drama', 'Romance']",13 November 2012,India,6.7,,
tt1198101,Kites,2010,Not Rated,2h 3min,"['Action', 'Drama', 'Romance']",21 May 2010,India,6.1,,
tt2975578,The Purge: Anarchy,2014,R,1h 43min,"['Action', 'Adventure', 'Horror']",18 July 2014,USA,6.4,,
tt4361050,Ouija: Origin of Evil,2016,PG-13,1h 39min,"['Drama', 'Horror', 'Mystery']",21 October 2016,USA,6.1,,
tt8155288,Happy Death Day 2U,2019,PG-13,1h 40min,"['Comedy', 'Horror', 'Mystery']",13 February 2019,USA,6.2,,
tt0086465,Trading Places,1983,R,1h 56min,['Comedy'],8 June 1983,USA,7.5,,
tt1878870,The Edge of Seventeen,2016,R,1h 44min,"['Comedy', 'Drama']",18 November 2016,USA,7.3,,
m3117320,,,,,,,,,,
tt1922612,Glee: The 3D Concert Movie,2011,PG,1h 24min,"['Documentary', 'Music']",12 August 2011,USA,5.4,,
tt5479616,Amar,2017,1h 45min,"Drama, 
Romance",['21 April 2017 (Spain)'],1h 45min,"Drama, 
Romance",21 April 2017 (Spain),5.2,
tt6423362,The Sun Is Also a Star,2019,PG-13,1h 40min,"['Drama', 'Music', 'Romance']",17 May 2019,USA,5.8,,
tt1673697,The Sapphires,2012,PG-13,1h 43min,"['Biography', 'Comedy', 'Drama']",9 August 2012,Australia,7.0,,
tt2950418,Greater,2016,PG,2h 10min,"['Biography', 'Family', 'Sport']",26 August 2016,USA,7.3,,
tt7137380,Destroyer,2018,R,2h 1min,"['Action', 'Crime', 'Drama']",27 December 2018,Israel,6.2,,
tt1185344,Princess Kaiulani,2009,PG,2h 10min,['Drama'],14 May 2010,USA,6.2,,
tt4082068,Dheepan,2015,R,1h 55min,"['Crime', 'Drama']",13 May 2016,USA,7.2,,
tt1183672,The Girl on the Train,2009,Unrated,1h 37min,['Drama'],18 March 2009,France,5.9,,
tt1259574,Red Riding: The Year of Our Lord 1974,2009,Not Rated,1h 42min,"['Crime', 'Drama', 'Mystery']",Not Rated,1h 42min,"Crime, 
Drama, 
Mystery",TV Movie 11 November 2009,7.0
tt1151359,Leaves of Grass,2009,R,1h 45min,"['Comedy', 'Crime', 'Drama']",17 September 2010,USA,6.4,,
tt1641841,Skin Trade,2014,R,1h 36min,"['Action', 'Crime', 'Thriller']",23 April 2015,USA,5.6,,
tt3276924,Heist,2015,R,1h 33min,"['Action', 'Crime', 'Drama']",11 November 2015,Philippines,6.1,,
tt4034228,Manchester by the Sea,2016,R,2h 17min,['Drama'],16 December 2016,USA,7.8,,
tt1666801,The DUFF,2015,PG-13,1h 41min,"['Comedy', 'Romance']",20 February 2015,USA,6.5,,
tt2872718,Nightcrawler,2014,R,1h 57min,"['Crime', 'Drama', 'Thriller']",31 October 2014,USA,7.9,,
tt7961060,Dragon Ball Super: Broly,2018,PG,1h 40min,"['Animation', 'Action', 'Adventure']",16 January 2019,USA,7.9,,
tt1171222,Baggage Claim,2013,PG-13,1h 36min,"['Comedy', 'Romance']",27 September 2013,USA,5.1,,
tt4981636,Middle School: The Worst Years of My Life,2016,PG,1h 32min,"['Comedy', 'Family']",7 October 2016,USA,6.1,,
tt2017038,All Is Lost,2013,PG-13,1h 46min,"['Action', 'Adventure', 'Drama']",25 October 2013,Canada,6.9,,
tt2345737,The Rover,2014,R,1h 43min,"['Action', 'Crime', 'Drama']",20 June 2014,USA,6.4,,
tt1188996,My Name Is Khan,2010,PG-13,2h 45min,['Drama'],12 February 2010,USA,8.0,,
tt2178470,Yeh Jawaani Hai Deewani,2013,Not Rated,2h 40min,"['Drama', 'Musical', 'Romance']",31 May 2013,India,7.1,,
tt0896923,The City of Your Final Destination,2009,PG-13,1h 57min,"['Drama', 'Romance']",24 June 2010,Greece,6.3,,
tt1282140,Easy A,2010,PG-13,1h 32min,"['Comedy', 'Drama', 'Romance']",17 September 2010,USA,7.0,,
tt6722030,The Intruder,2019,PG-13,1h 42min,"['Drama', 'Horror', 'Mystery']",3 May 2019,USA,5.6,,
tt1306980,50/50,2011,R,1h 40min,"['Comedy', 'Drama', 'Romance']",30 September 2011,USA,7.6,,
tt1178665,A Walk in the Woods,2015,R,1h 44min,"['Adventure', 'Biography', 'Comedy']",2 September 2015,USA,6.3,,
tt1800246,That Awkward Moment,2014,R,1h 34min,"['Comedy', 'Romance']",31 January 2014,USA,6.1,,
tt2390361,Enough Said,2013,PG-13,1h 33min,"['Comedy', 'Drama', 'Romance']",11 October 2013,USA,7.0,,
tt1980929,Begin Again,2013,R,1h 44min,"['Comedy', 'Drama', 'Music']",11 July 2014,USA,7.4,,
tt1604171,Prom,2011,PG,1h 44min,"['Comedy', 'Drama', 'Family']",29 April 2011,USA,5.4,,
tt2582496,Me and Earl and the Dying Girl,2015,PG-13,1h 45min,"['Comedy', 'Drama']",1 July 2015,USA,7.7,,
tt0804497,It's Kind of a Funny Story,2010,PG-13,1h 41min,"['Comedy', 'Drama', 'Romance']",8 October 2010,USA,7.1,,
tt4520364,Morgan,2016,R,1h 32min,"['Action', 'Horror', 'Sci-Fi']",2 September 2016,USA,5.8,,
tt2401878,Anomalisa,2015,R,1h 30min,"['Animation', 'Comedy', 'Drama']",11 March 2016,UK,7.3,,
tt1431181,Another Year,2010,PG-13,2h 9min,"['Comedy', 'Drama']",4 February 2011,USA,7.3,,
tt1074206,The Passage,,TV-14,1h,"['Action', 'Adventure', 'Drama']",TV Series,2019,7.4,,
tt5340300,Lean on Pete,2017,R,2h 1min,['Drama'],6 April 2018,USA,7.2,,
tt1371155,Made in Dagenham,2010,R,1h 53min,"['Biography', 'Comedy', 'Drama']",20 September 2010,UK,7.2,,
tt7374952,El Chicano,2018,R,1h 48min,['Drama'],3 May 2019,USA,5.3,,
tt0485601,The Secret of Kells,2009,Not Rated,1h 15min,"['Animation', 'Adventure', 'Family']",22 June 2016,USA,7.6,,
tt1273221,London Fields,2018,R,1h 58min,"['Crime', 'Mystery', 'Thriller']",26 October 2018,USA,4.3,,
tt2241676,Restless,2012,3h,"Drama, 
Romance",['TV Movie 15 May 2015'],3h,"Drama, 
Romance",TV Movie 15 May 2015,7.1,
tt1235189,Wild Target,2010,PG-13,1h 38min,"['Action', 'Comedy', 'Crime']",18 June 2010,UK,6.8,,
tt1238834,Wuthering Heights,,TV-PG,2h 22min,"['Drama', 'Romance']",TV Mini-Series,2009,7.6,,
tt2494384,Aloft,2014,R,1h 52min,['Drama'],23 January 2015,Spain,5.3,,
tt0961108,Fireflies in the Garden,2008,R,2h,['Drama'],17 July 2008,Greece,6.5,,
tt2936180,Far from Men,2014,PG-13,1h 41min,"['Drama', 'War', 'Western']",14 April 2015,USA,7.2,,
tt1602098,Albert Nobbs,2011,R,1h 53min,"['Drama', 'Romance']",22 February 2012,France,6.7,,
tt1974419,The Neon Demon,2016,R,1h 57min,"['Horror', 'Thriller']",24 June 2016,USA,6.2,,
tt5727282,Borg vs. McEnroe,2017,R,1h 47min,"['Biography', 'Drama', 'Sport']",13 April 2018,USA,6.9,,
tt4030600,The Bye Bye Man,2017,PG-13,1h 36min,"['Drama', 'Fantasy', 'Horror']",13 January 2017,USA,4.2,,
tt1289406,Harry Brown,2009,R,1h 43min,"['Action', 'Crime', 'Drama']",14 May 2010,USA,7.2,,
tt0413300,Spider-Man 3,2007,PG-13,2h 19min,"['Action', 'Adventure', 'Sci-Fi']",4 May 2007,USA,6.2,,
tt1915581,Magic Mike,2012,R,1h 50min,"['Comedy', 'Drama']",29 June 2012,USA,6.1,,
tt6450186,I Can Only Imagine,2018,PG,1h 50min,"['Biography', 'Drama', 'Family']",16 March 2018,USA,7.3,,
tt6472976,Five Feet Apart,2019,PG-13,1h 56min,"['Drama', 'Romance']",15 March 2019,USA,7.2,,
tt1640484,Jumping the Broom,2011,PG-13,1h 52min,"['Comedy', 'Drama']",6 May 2011,USA,5.7,,
tt4396630,The Gifted,,TV-14,43min,"['Action', 'Drama', 'Fantasy']",TV Series,2017–2019,7.4,,
tt3850214,Dope,2015,R,1h 43min,"['Comedy', 'Crime', 'Drama']",19 June 2015,USA,7.2,,
tt7752126,Brightburn,2019,R,1h 30min,"['Drama', 'Horror', 'Mystery']",24 May 2019,USA,6.1,,
tt2752758,Devil's Due,2014,R,1h 29min,"['Horror', 'Mystery', 'Thriller']",17 January 2014,USA,4.1,,
tt3125324,Beyond the Lights,2014,PG-13,1h 56min,"['Drama', 'Music', 'Romance']",14 November 2014,USA,6.9,,
tt1194263,Get Low,2009,PG-13,1h 43min,"['Drama', 'Mystery']",27 August 2010,USA,7.0,,
tt1336617,Cyrus,2010,R,1h 31min,"['Comedy', 'Drama', 'Romance']",16 July 2010,USA,6.3,,
tt1034324,The Mighty Macs,2009,G,1h 39min,"['Drama', 'Sport']",21 October 2011,USA,6.5,,
tt1421051,Somewhere,2010,R,1h 37min,"['Comedy', 'Drama']",21 January 2011,USA,6.3,,
tt1242460,We Need to Talk About Kevin,2011,R,1h 52min,"['Drama', 'Mystery', 'Thriller']",21 October 2011,UK,7.5,,
tt2739338,The Christmas Candle,2013,PG,1h 40min,"['Drama', 'Family']",22 November 2013,USA,6.2,,
tt1121977,Mother and Child,2009,R,2h 5min,"['Drama', 'Romance']",2 July 2010,Spain,7.2,,
tt1658801,Freeheld,2015,PG-13,1h 43min,"['Biography', 'Drama', 'Romance']",10 February 2016,France,6.6,,
tt2402105,Dom Hemingway,2013,R,1h 33min,"['Comedy', 'Crime', 'Drama']",15 November 2013,UK,6.2,,
tt1361313,The Extra Man,2010,R,1h 48min,['Comedy'],27 January 2011,Greece,5.8,,
tt1403177,Hesher,2010,R,1h 46min,"['Comedy', 'Crime', 'Drama']",25 June 2011,Japan,7.0,,
tt1106860,Ca$h,2010,R,1h 48min,"['Crime', 'Thriller']",26 March 2010,USA,6.0,,
tt2328813,Hard to Be a God,2013,Not Rated,2h 57min,"['Drama', 'Sci-Fi']",27 February 2014,Russia,6.7,,
tt1582507,House at the End of the Street,2012,PG-13,1h 41min,"['Drama', 'Horror', 'Thriller']",21 September 2012,USA,5.6,,
tt1255953,Incendies,2010,R,2h 11min,"['Drama', 'Mystery', 'War']",12 January 2011,France,8.3,,
tt1003034,Perrier's Bounty,2009,R,1h 28min,"['Action', 'Comedy', 'Crime']",26 March 2010,Ireland,6.4,,
tt3322940,Annabelle,2014,R,1h 39min,"['Horror', 'Mystery', 'Thriller']",3 October 2014,USA,5.4,,
tt1230168,Same Kind of Different as Me,2017,PG-13,1h 59min,"['Biography', 'Drama']",20 October 2017,USA,6.6,,
tt1723811,Shame,2011,NC-17,1h 41min,['Drama'],13 January 2012,UK,7.2,,
tt1869716,The East,2013,PG-13,1h 56min,"['Adventure', 'Drama', 'Thriller']",28 June 2013,UK,6.8,,
tt7137846,Breaking In,2018,PG-13,1h 28min,"['Action', 'Crime', 'Drama']",11 May 2018,USA,5.4,,
tt9024106,Unplanned,2019,R,1h 49min,"['Biography', 'Drama']",29 March 2019,USA,5.8,,
tt4504044,The Prodigy,2019,R,1h 32min,"['Horror', 'Mystery', 'Thriller']",8 February 2019,USA,5.8,,
tt5734576,The Possession of Hannah Grace,2018,R,1h 26min,"['Horror', 'Mystery', 'Thriller']",30 November 2018,USA,5.2,,
tt1840417,The Words,2012,PG-13,1h 42min,"['Drama', 'Mystery', 'Romance']",7 September 2012,USA,7.0,,
tt3722070,The Lady in the Van,2015,PG-13,1h 44min,"['Biography', 'Comedy', 'Drama']",26 February 2016,USA,6.7,,
m0001576,,,,,,,,,,
tt1174730,City Island,2009,PG-13,1h 44min,"['Comedy', 'Drama']",30 April 2010,USA,7.4,,
tt1702425,Casa de mi Padre,2012,R,1h 24min,"['Comedy', 'Western']",11 May 2012,Mexico,5.5,,
tt1540133,The Guard,2011,R,1h 36min,"['Comedy', 'Crime', 'Thriller']",7 July 2011,Ireland,7.3,,
tt2870708,Wish I Was Here,2014,R,1h 46min,"['Comedy', 'Drama']",25 July 2014,USA,6.7,,
tt0412253,Veronica Mars,,TV-14,44min,"['Crime', 'Drama', 'Mystery']",TV Series,2004–2019,8.3,,
tt1541995,Snow Flower and the Secret Fan,2011,PG-13,2h,"['Drama', 'History']",24 June 2011,China,6.1,,
tt6998518,Mandy,2018,Not Rated,2h 1min,"['Action', 'Fantasy', 'Horror']",14 September 2018,USA,6.6,,
tt0057212,Jûsan-nin no shikaku,1963,Not Rated,2h 5min,"['Adventure', 'Action']",7 December 1963,Japan,7.5,,
tt1130964,The 5th Quarter,2010,PG-13,1h 41min,"['Biography', 'Drama', 'Sport']",25 March 2011,USA,5.6,,
tt1226232,The Greatest,2009,R,1h 39min,"['Drama', 'Romance']",5 November 2009,Israel,6.6,,
tt1667310,Deadfall,2012,R,1h 35min,"['Crime', 'Drama', 'Thriller']",9 November 2012,Bulgaria,6.3,,
tt2182972,Song One,2014,PG-13,1h 26min,"['Drama', 'Music']",22 January 2015,Israel,5.8,,
tt1281374,Don McKay,2009,R,1h 27min,"['Drama', 'Mystery', 'Thriller']",24 April 2009,USA,5.8,,
tt1772408,Trade of Innocents,2012,PG-13,1h 28min,"['Drama', 'Thriller']",28 September 2012,USA,5.5,,
tt0862467,Valhalla Rising,2009,Not Rated,1h 33min,"['Action', 'Adventure', 'Drama']",31 March 2010,Denmark,6.1,,
tt1303803,Standing Ovation,2010,PG,1h 45min,['Musical'],16 July 2010,USA,3.2,,
tt2229499,Don Jon,2013,R,1h 30min,"['Comedy', 'Drama', 'Romance']",27 September 2013,USA,6.5,,
tt1999890,Hell Fest,2018,R,1h 29min,"['Horror', 'Thriller']",28 September 2018,USA,5.5,,
tt2355062,Hævnen,1909,"Short, 
Drama",17 July 1909 (Denmark),"Short, 
Drama",17 July 1909 (Denmark),,,,
tt1508675,Le Havre,2011,Not Rated,1h 33min,"['Comedy', 'Drama']",8 September 2011,Germany,7.2,,
tt1251743,Salvation Boulevard,2011,R,1h 36min,"['Comedy', 'Crime', 'Drama']",15 July 2011,USA,5.3,,
tt2914838,R100,2013,Unrated,1h 39min,"['Comedy', 'Drama']",23 January 2015,USA,6.0,,
tt1614989,Hodejegerne,2011,R,1h 36min,"['Action', 'Crime', 'Thriller']",26 August 2011,Norway,7.5,,
tt1618430,Take a Shot,2011,R,2h 8min,"['Action', 'Crime', 'Drama']",22 April 2011,USA,6.2,,
tt5052448,Get Out,2017,R,1h 44min,"['Horror', 'Mystery', 'Thriller']",24 February 2017,USA,7.7,,
tt4972582,Split,2016,PG-13,1h 57min,"['Horror', 'Thriller']",20 January 2017,USA,7.3,,
