,0,1,2,3,4,5,6,7,8,9
tt1981107,The Young and Prodigious T.S. Spivet,2013,PG,1h 45min,"['Action', 'Adventure', 'Comedy']",31 July 2015,USA,7.1,,
tt1817771,Freaks of Nature,2015,R,1h 32min,"['Comedy', 'Horror', 'Sci-Fi']",30 October 2015,USA,5.9,,
tt1478338,Bridesmaids,2011,R,2h 5min,"['Comedy', 'Romance']",13 May 2011,USA,6.8,,
tt1931435,The Big Wedding,2013,R,1h 29min,"['Comedy', 'Drama', 'Romance']",26 April 2013,USA,5.6,,
tt1655460,Wanderlust,2012,R,1h 38min,"['Comedy', 'Romance']",24 February 2012,USA,5.6,,
tt1245492,This Is the End,2013,R,1h 47min,['Comedy'],12 June 2013,USA,6.6,,
tt1135084,Takers,2010,PG-13,1h 47min,"['Action', 'Crime', 'Thriller']",27 August 2010,USA,6.2,,
tt0945513,Source Code,2011,PG-13,1h 33min,"['Action', 'Drama', 'Mystery']",1 April 2011,USA,7.5,,
tt6791096,I Feel Pretty,2018,PG-13,1h 50min,"['Comedy', 'Romance']",20 April 2018,USA,5.5,,
tt1464174,"Big Mommas: Like Father, Like Son",2011,PG-13,1h 47min,"['Action', 'Comedy', 'Crime']",18 February 2011,USA,4.4,,
tt0790628,The Incredible Burt Wonderstone,2013,PG-13,1h 40min,['Comedy'],15 March 2013,USA,5.9,,
tt6628394,Bad Times at the El Royale,2018,R,2h 21min,"['Crime', 'Drama', 'Mystery']",12 October 2018,USA,7.1,,
tt1322312,Going the Distance,2010,R,1h 42min,"['Comedy', 'Romance']",3 September 2010,USA,6.3,,
tt1053424,Repo Men,2010,R,1h 51min,"['Action', 'Sci-Fi', 'Thriller']",19 March 2010,USA,6.3,,
tt3014866,Criminal,2016,R,1h 53min,"['Action', 'Sci-Fi', 'Thriller']",15 April 2016,USA,6.3,,
tt0453562,42,2013,PG-13,2h 8min,"['Biography', 'Drama', 'Sport']",12 April 2013,USA,7.5,,
tt1907668,Flight,2012,R,2h 18min,"['Drama', 'Thriller']",2 November 2012,USA,7.3,,
tt2278388,The Grand Budapest Hotel,2014,R,1h 39min,"['Adventure', 'Comedy', 'Crime']",28 March 2014,USA,8.1,,
tt1524930,Vacation,2015,R,1h 39min,"['Adventure', 'Comedy']",29 July 2015,USA,6.1,,
tt2452244,Isn't It Romantic,2019,PG-13,1h 29min,"['Comedy', 'Fantasy', 'Romance']",13 February 2019,USA,5.9,,
tt1244659,Extraordinary Measures,2010,PG,1h 46min,['Drama'],22 January 2010,USA,6.4,,
tt2720826,Birth of the Dragon,2016,PG-13,1h 35min,"['Action', 'Biography', 'Drama']",25 August 2017,USA,5.5,,
tt3104988,Crazy Rich Asians,2018,PG-13,2h,"['Comedy', 'Drama', 'Romance']",15 August 2018,USA,6.9,,
tt1606389,The Vow,2012,PG-13,1h 44min,"['Drama', 'Romance']",10 February 2012,USA,6.8,,
tt1327773,The Butler,2013,PG-13,2h 12min,"['Biography', 'Drama']",16 August 2013,USA,7.2,,
tt1850457,Sisters,2015,R,1h 58min,['Comedy'],18 December 2015,USA,6.0,,
tt1959563,The Hitman's Bodyguard,2017,R,1h 58min,"['Action', 'Comedy', 'Crime']",18 August 2017,USA,6.9,,
tt1276104,Looper,2012,R,1h 53min,"['Action', 'Drama', 'Sci-Fi']",28 September 2012,USA,7.4,,
tt1588173,Warm Bodies,2013,PG-13,1h 38min,"['Comedy', 'Horror', 'Romance']",1 February 2013,USA,6.9,,
tt1821658,The Nut Job,2014,PG,1h 25min,"['Animation', 'Adventure', 'Comedy']",17 January 2014,USA,5.7,,
tt1535438,Hope Springs,2012,PG-13,1h 40min,"['Comedy', 'Drama', 'Romance']",8 August 2012,USA,6.3,,
tt1605783,Midnight in Paris,2011,PG-13,1h 34min,"['Comedy', 'Fantasy', 'Romance']",10 June 2011,USA,7.7,,
tt4555426,Darkest Hour,2017,PG-13,2h 5min,"['Biography', 'Drama', 'History']",22 December 2017,USA,7.4,,
tt5619332,Life of the Party,2018,PG-13,1h 45min,['Comedy'],11 May 2018,USA,5.6,,
tt0892318,Letters to Juliet,2010,PG,1h 45min,"['Adventure', 'Comedy', 'Drama']",14 May 2010,USA,6.5,,
tt1798684,Southpaw,2015,R,2h 4min,"['Action', 'Drama', 'Sport']",24 July 2015,USA,7.4,,
tt2406566,Atomic Blonde,2017,R,1h 55min,"['Action', 'Thriller']",28 July 2017,USA,6.7,,
tt3397884,Sicario,2015,R,2h 1min,"['Action', 'Crime', 'Drama']",2 October 2015,USA,7.6,,
tt1259528,Den of Thieves,2018,R,2h 20min,"['Action', 'Crime', 'Drama']",19 January 2018,USA,7.0,,
tt0383010,The Three Stooges,2012,PG,1h 32min,"['Comedy', 'Family']",13 April 2012,USA,5.1,,
tt2911666,John Wick,2014,R,1h 41min,"['Action', 'Crime', 'Thriller']",24 October 2014,USA,7.4,,
tt1655441,The Age of Adaline,2015,PG-13,1h 52min,"['Drama', 'Fantasy', 'Romance']",24 April 2015,USA,7.2,,
tt1193631,Step Up 3D,2010,PG-13,1h 47min,"['Drama', 'Music', 'Romance']",6 August 2010,USA,6.2,,
tt1259521,The Cabin in the Woods,2011,R,1h 35min,['Horror'],13 April 2012,USA,7.0,,
tt6932244,Hanna,,TV-MA,1h,"['Action', 'Drama']",TV Series,2019– ,7.5,,
tt2404311,The Family,2013,R,1h 51min,"['Comedy', 'Crime', 'Thriller']",13 September 2013,USA,6.3,,
tt6802308,The 15:17 to Paris,2018,PG-13,1h 34min,"['Biography', 'Drama', 'Thriller']",9 February 2018,USA,5.2,,
tt1583420,Larry Crowne,2011,PG-13,1h 38min,"['Comedy', 'Drama', 'Romance']",1 July 2011,USA,6.1,,
tt0074285,Carrie,1976,R,1h 38min,['Horror'],16 November 1976,USA,7.4,,
tt1137450,Death Wish,2018,R,1h 47min,"['Action', 'Crime', 'Drama']",2 March 2018,USA,6.4,,
tt0758752,Love & Other Drugs,2010,R,1h 52min,"['Comedy', 'Drama', 'Romance']",24 November 2010,USA,6.7,,
tt0387199,Entourage,,TV-MA,28min,"['Comedy', 'Drama']",TV Series,2004–2011,8.4,,
tt2053463,Side Effects,2013,R,1h 46min,"['Crime', 'Drama', 'Mystery']",8 February 2013,USA,7.1,,
tt2377322,Deliver Us from Evil,2014,R,1h 58min,"['Horror', 'Mystery', 'Thriller']",2 July 2014,USA,6.2,,
tt2473602,Get on Up,2014,PG-13,2h 19min,"['Biography', 'Drama', 'Music']",1 August 2014,USA,6.9,,
tt4209788,Molly's Game,2017,R,2h 20min,"['Biography', 'Crime', 'Drama']",5 January 2018,USA,7.4,,
tt1195478,The Five-Year Engagement,2012,R,2h 4min,"['Comedy', 'Romance']",27 April 2012,USA,6.2,,
tt4537896,White Boy Rick,2018,R,1h 51min,"['Crime', 'Drama']",14 September 2018,USA,6.4,,
tt0881320,Sanctum,2011,R,1h 48min,"['Action', 'Adventure', 'Drama']",4 February 2011,USA,5.9,,
tt2261287,Leap!,2016,PG,1h 29min,"['Animation', 'Adventure', 'Comedy']",25 August 2017,USA,6.8,,
tt1458175,The Next Three Days,2010,PG-13,2h 13min,"['Action', 'Crime', 'Drama']",19 November 2010,USA,7.4,,
tt6421110,Proud Mary,2018,R,1h 29min,"['Action', 'Crime', 'Drama']",12 January 2018,USA,4.9,,
tt2364841,Runner Runner,2013,R,1h 28min,"['Crime', 'Thriller']",4 October 2013,USA,5.6,,
tt4849438,Baahubali 2: The Conclusion,2017,Not Rated,2h 47min,"['Action', 'Drama']",28 April 2017,USA,8.2,,
tt0089175,Fright Night,1985,R,1h 46min,"['Fantasy', 'Horror', 'Thriller']",2 August 1985,USA,7.1,,
tt5109784,Mother!,2017,R,2h 1min,"['Drama', 'Horror', 'Mystery']",15 September 2017,USA,6.6,,
tt2080374,Steve Jobs,2015,R,2h 2min,"['Biography', 'Drama']",23 October 2015,USA,7.2,,
tt1017460,Splice,2009,R,1h 44min,"['Drama', 'Horror', 'Sci-Fi']",4 June 2010,USA,5.7,,
tt1549920,The Last Stand,2013,R,1h 47min,"['Action', 'Thriller']",18 January 2013,USA,6.3,,
tt2101341,Dead Man Down,2013,R,1h 58min,"['Action', 'Crime', 'Drama']",8 March 2013,USA,6.5,,
tt0844993,Hoodwinked Too! Hood vs. Evil,2011,PG,1h 26min,"['Animation', 'Comedy', 'Crime']",29 April 2011,USA,4.7,,
tt1212428,The Lost City of Z,2016,PG-13,2h 21min,"['Biography', 'Drama', 'History']",21 April 2017,USA,6.6,,
tt3922818,The Space Between Us,2017,PG-13,2h,"['Drama', 'Romance', 'Sci-Fi']",3 February 2017,USA,6.4,,
tt1423894,Barney's Version,2010,R,2h 14min,"['Comedy', 'Drama']",18 February 2011,USA,7.3,,
tt6017942,Kin,2018,PG-13,1h 42min,"['Action', 'Adventure', 'Crime']",31 August 2018,USA,5.8,,
tt3881784,Stronger,2017,R,1h 59min,"['Biography', 'Drama']",29 September 2017,USA,6.9,,
tt4463894,Shaft,2019,R,1h 51min,"['Action', 'Comedy', 'Crime']",14 June 2019,USA,6.4,,
tt1586752,Machine Gun Preacher,2011,R,2h 9min,"['Action', 'Biography', 'Crime']",2 November 2011,UK,6.8,,
tt3576728,Bilal: A New Breed of Hero,2015,PG-13,1h 45min,"['Animation', 'Action', 'Adventure']",2 February 2018,USA,7.9,,
tt2231253,Wild Card,2015,R,1h 32min,"['Action', 'Crime', 'Drama']",14 January 2015,Belgium,5.6,,
tt2814362,United Passions,2014,Not Rated,1h 50min,"['Drama', 'History', 'Sport']",19 June 2014,Serbia,2.1,,
tt2126235,Collide,2016,PG-13,1h 39min,"['Action', 'Crime', 'Thriller']",24 February 2017,USA,5.7,,
tt2848292,Pitch Perfect 2,2015,PG-13,1h 55min,"['Comedy', 'Music']",15 May 2015,USA,6.4,,
tt6781982,Night School,2018,PG-13,1h 51min,['Comedy'],28 September 2018,USA,5.6,,
tt2702724,The Boss,2016,R,1h 39min,['Comedy'],8 April 2016,USA,5.4,,
tt5439796,Logan Lucky,2017,PG-13,1h 58min,"['Comedy', 'Crime', 'Drama']",18 August 2017,USA,7.0,,
tt4136084,Florence Foster Jenkins,2016,PG-13,1h 51min,"['Biography', 'Comedy', 'Drama']",12 August 2016,USA,6.8,,
tt1398426,Straight Outta Compton,2015,R,2h 27min,"['Biography', 'Drama', 'History']",14 August 2015,USA,7.8,,
tt3564472,Girls Trip,2017,R,2h 2min,"['Adventure', 'Comedy', 'Drama']",21 July 2017,USA,6.2,,
tt6359956,A Bad Moms Christmas,2017,R,1h 44min,['Comedy'],1 November 2017,USA,5.6,,
tt1702439,Safe Haven,2013,PG-13,1h 55min,"['Drama', 'Romance', 'Thriller']",14 February 2013,USA,6.7,,
tt1596363,The Big Short,2015,R,2h 10min,"['Biography', 'Comedy', 'Drama']",23 December 2015,USA,7.8,,
tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,PG,1h 21min,"['Comedy', 'Family']",10 October 2014,USA,6.2,,
tt1204975,Last Vegas,2013,PG-13,1h 45min,"['Comedy', 'Drama']",1 November 2013,USA,6.6,,
tt2854926,Tag,2018,R,1h 40min,"['Action', 'Comedy']",15 June 2018,USA,6.5,,
tt1250777,Kick-Ass,2010,R,1h 57min,"['Action', 'Comedy', 'Crime']",16 April 2010,USA,7.6,,
tt1622547,30 Minutes or Less,2011,R,1h 23min,"['Action', 'Comedy', 'Crime']",12 August 2011,USA,6.1,,
tt2172934,3 Days to Kill,2014,PG-13,1h 57min,"['Action', 'Drama', 'Thriller']",21 February 2014,USA,6.2,,
tt1650554,Kick-Ass 2,2013,R,1h 43min,"['Action', 'Comedy', 'Crime']",16 August 2013,USA,6.5,,
tt0365907,A Walk Among the Tombstones,2014,R,1h 54min,"['Action', 'Crime', 'Drama']",19 September 2014,USA,6.5,,
tt1273678,The Spy Next Door,2010,PG,1h 34min,"['Action', 'Comedy', 'Family']",15 January 2010,USA,5.4,,
tt1430612,Brick Mansions,2014,PG-13,1h 30min,"['Action', 'Crime', 'Thriller']",25 April 2014,USA,5.7,,
tt3316948,American Ultra,2015,R,1h 36min,"['Action', 'Comedy']",21 August 2015,USA,6.1,,
tt1374989,Pride and Prejudice and Zombies,2016,PG-13,1h 48min,"['Action', 'Comedy', 'Fantasy']",5 February 2016,USA,5.8,,
tt1018765,Our Brand Is Crisis,2015,R,1h 47min,"['Comedy', 'Drama']",30 October 2015,USA,6.1,,
tt1710396,Joyful Noise,2012,PG-13,1h 58min,"['Comedy', 'Drama', 'Music']",13 January 2012,USA,5.7,,
tt1521197,Anonymous,2011,PG-13,2h 10min,"['Drama', 'Thriller']",28 October 2011,UK,6.9,,
tt1219289,Limitless,2011,PG-13,1h 45min,"['Sci-Fi', 'Thriller']",18 March 2011,USA,7.4,,
tt2241351,Money Monster,2016,R,1h 38min,"['Crime', 'Drama', 'Thriller']",13 May 2016,USA,6.5,,
tt1517489,Spy Kids 4: All the Time in the World,2011,PG,1h 29min,"['Action', 'Adventure', 'Comedy']",19 August 2011,USA,3.5,,
tt0795351,Case 39,2009,R,1h 49min,"['Horror', 'Mystery', 'Thriller']",1 October 2010,USA,6.2,,
tt1974420,Rules Don't Apply,2016,PG-13,2h 7min,"['Comedy', 'Drama', 'Romance']",23 November 2016,USA,5.7,,
tt1598822,New Year's Eve,2011,PG-13,1h 58min,"['Comedy', 'Romance']",9 December 2011,USA,5.7,,
tt1711018,Vile,2011,R,1h 30min,"['Horror', 'Mystery']",24 July 2012,USA,5.0,,
tt5114356,Legion,,TV-MA,1h,"['Action', 'Drama', 'Sci-Fi']",TV Series,2017–2019,8.3,,
tt1212450,Lawless,2012,R,1h 56min,"['Crime', 'Drama']",29 August 2012,USA,7.3,,
tt1972779,The Best of Me,2014,PG-13,1h 58min,"['Drama', 'Romance']",17 October 2014,USA,6.7,,
tt1486192,The Raven,2012,R,1h 50min,"['Crime', 'Mystery', 'Thriller']",27 April 2012,USA,6.4,,
tt2140379,Self/less,2015,PG-13,1h 57min,"['Action', 'Mystery', 'Sci-Fi']",10 July 2015,USA,6.5,,
tt1837703,The Fifth Estate,2013,R,2h 8min,"['Biography', 'Crime', 'Drama']",18 October 2013,USA,6.2,,
tt1747958,Blood Ties,2013,R,2h 7min,"['Action', 'Crime', 'Drama']",30 October 2013,France,6.5,,
tt1454029,The Help,2011,PG-13,2h 26min,['Drama'],10 August 2011,USA,8.0,,
tt4846340,Hidden Figures,2016,PG,2h 7min,"['Biography', 'Drama', 'History']",6 January 2017,USA,7.8,,
tt1408253,Ride Along,2014,PG-13,1h 39min,"['Action', 'Comedy', 'Crime']",17 January 2014,USA,6.2,,
tt0989757,Dear John,2010,PG-13,1h 48min,"['Drama', 'Romance', 'War']",5 February 2010,USA,6.3,,
tt1047540,Parental Guidance,2012,PG,1h 45min,"['Comedy', 'Family']",25 December 2012,USA,6.0,,
tt1411238,No Strings Attached,2011,R,1h 48min,"['Comedy', 'Romance']",21 January 2011,USA,6.2,,
tt1524137,Contraband,2012,R,1h 49min,"['Action', 'Crime', 'Drama']",13 January 2012,USA,6.5,,
tt1753383,A Dog's Purpose,2017,PG,1h 40min,"['Adventure', 'Comedy', 'Drama']",27 January 2017,USA,7.2,,
tt1327194,The Lucky One,2012,PG-13,1h 41min,"['Drama', 'Mystery', 'Romance']",20 April 2012,USA,6.5,,
tt1787759,Tyler Perry's Madea's Big Happy Family,2011,PG-13,1h 46min,"['Comedy', 'Drama']",22 April 2011,USA,4.7,,
tt2609758,Tyler Perry's A Madea Christmas,2013,PG-13,1h 40min,"['Comedy', 'Drama', 'Romance']",13 December 2013,USA,4.9,,
tt1601913,The Grey,2011,R,1h 57min,"['Action', 'Adventure', 'Drama']",27 January 2012,USA,6.8,,
tt0435651,The Giver,2014,PG-13,1h 37min,"['Drama', 'Romance', 'Sci-Fi']",15 August 2014,USA,6.5,,
tt3530002,The Night Before,2015,R,1h 41min,"['Comedy', 'Fantasy']",20 November 2015,USA,6.4,,
tt1322269,August: Osage County,2013,R,2h 1min,"['Comedy', 'Drama']",10 January 2014,USA,7.2,,
tt1647668,Million Dollar Arm,2014,PG,2h 4min,"['Biography', 'Drama', 'Sport']",16 May 2014,USA,7.0,,
tt6850820,Peppermint,2018,R,1h 41min,"['Action', 'Drama', 'Thriller']",7 September 2018,USA,6.5,,
tt2039393,The Gambler,2014,R,1h 51min,"['Crime', 'Drama', 'Thriller']",25 December 2014,USA,6.0,,
tt4824302,Mother's Day,2016,PG-13,1h 58min,"['Comedy', 'Drama', 'Romance']",29 April 2016,USA,5.7,,
tt3401882,Fist Fight,2017,R,1h 31min,['Comedy'],17 February 2017,USA,5.6,,
tt1366344,The Sitter,2011,R,1h 21min,['Comedy'],9 December 2011,USA,5.7,,
tt2223990,Draft Day,2014,PG-13,1h 50min,"['Drama', 'Sport']",11 April 2014,USA,6.8,,
tt0498381,Rings,2017,PG-13,1h 42min,"['Drama', 'Horror', 'Mystery']",3 February 2017,USA,4.5,,
tt1270761,Don't Be Afraid of the Dark,2010,R,1h 39min,"['Fantasy', 'Horror', 'Thriller']",26 August 2011,USA,5.6,,
tt0480255,The Losers,2010,PG-13,1h 37min,"['Action', 'Adventure', 'Crime']",23 April 2010,USA,6.3,,
tt1083452,Eddie the Eagle,2015,PG-13,1h 46min,"['Biography', 'Comedy', 'Drama']",26 February 2016,USA,7.4,,
tt2872750,Shaun the Sheep Movie,2015,PG,1h 25min,"['Animation', 'Adventure', 'Comedy']",5 August 2015,USA,7.3,,
tt1633356,Shark Night 3D,2011,PG-13,1h 30min,"['Horror', 'Thriller']",2 September 2011,USA,4.0,,
tt0075488,CHiPs,,TV-PG,1h,"['Crime', 'Drama', 'Mystery']",TV Series,1977–1983,6.4,,
tt1966359,Father Figures,2017,R,1h 53min,"['Comedy', 'Drama']",22 December 2017,USA,5.5,,
tt2193215,The Counselor,2013,R,1h 57min,"['Crime', 'Drama', 'Thriller']",25 October 2013,USA,5.3,,
tt2328900,Mary Queen of Scots,2018,R,2h 4min,"['Biography', 'Drama', 'History']",21 December 2018,USA,6.3,,
tt0872230,My Soul to Take,2010,R,1h 47min,"['Horror', 'Mystery', 'Thriller']",8 October 2010,USA,4.8,,
tt1291584,Warrior,2011,PG-13,2h 20min,"['Action', 'Drama', 'Sport']",9 September 2011,USA,8.2,,
tt4622512,Battle of the Sexes,2017,PG-13,2h 1min,"['Biography', 'Comedy', 'Drama']",29 September 2017,USA,6.7,,
tt1792647,Cirque du Soleil: Worlds Away,2012,PG,1h 31min,['Fantasy'],21 December 2012,USA,6.8,,
tt2006295,The 33,2015,PG-13,2h 7min,"['Biography', 'Drama', 'History']",13 November 2015,USA,6.9,,
tt0968264,The Conspirator,2010,PG-13,2h 2min,"['Crime', 'Drama', 'History']",15 April 2011,USA,6.9,,
tt0067800,Straw Dogs,1971,R,1h 53min,"['Crime', 'Drama', 'Thriller']",30 January 1972,UK,7.5,,
tt0379786,Serenity,2005,PG-13,1h 59min,"['Action', 'Adventure', 'Sci-Fi']",30 September 2005,USA,7.8,,
tt1226837,Beautiful Boy,2018,R,2h,"['Biography', 'Drama']",25 October 2018,Israel,7.3,,
tt5968394,Captive State,2019,PG-13,1h 49min,"['Action', 'Adventure', 'Drama']",15 March 2019,USA,6.0,,
tt5314190,Sgt. Stubby: An American Hero,2018,PG,1h 24min,"['Animation', 'Adventure', 'Family']",13 April 2018,USA,6.9,,
tt0082118,The Burning,1981,R,1h 31min,['Horror'],8 May 1981,USA,6.4,,
tt0491203,Tulip Fever,2017,R,1h 45min,"['Drama', 'History', 'Romance']",1 September 2017,USA,6.2,,
tt2140037,Jane Got a Gun,2015,R,1h 38min,"['Action', 'Drama', 'Western']",29 January 2016,USA,5.9,,
tt0337692,On the Road,2012,R,2h 4min,"['Adventure', 'Drama', 'Romance']",23 May 2012,France,6.1,,
tt1125929,Love Ranch,2010,R,1h 57min,"['Biography', 'Comedy', 'Drama']",6 January 2011,Netherlands,5.6,,
tt2952602,Kung Fu Jungle,2014,Not Rated,1h 40min,"['Action', 'Crime', 'Thriller']",24 April 2015,USA,6.5,,
tt0094947,Dangerous Liaisons,1988,R,1h 59min,"['Drama', 'Romance']",24 February 1989,USA,7.6,,
tt2239832,Think Like a Man Too,2014,PG-13,1h 46min,"['Comedy', 'Romance']",20 June 2014,USA,5.8,,
tt2671706,Fences,2016,PG-13,2h 19min,['Drama'],25 December 2016,USA,7.2,,
tt0087277,Footloose,1984,PG,1h 47min,"['Drama', 'Music', 'Romance']",17 February 1984,USA,6.6,,
tt2568862,Going in Style,2017,PG-13,1h 36min,"['Comedy', 'Crime']",7 April 2017,USA,6.6,,
tt0464154,Piranha 3D,2010,R,1h 28min,"['Comedy', 'Horror']",20 August 2010,USA,5.4,,
tt1433108,Faster,2010,R,1h 38min,"['Action', 'Crime', 'Drama']",24 November 2010,USA,6.4,,
tt1742650,I Don't Know How She Does It,2011,PG-13,1h 29min,"['Comedy', 'Romance']",16 September 2011,USA,4.9,,
tt1833673,Dhoom 3,2013,Not Rated,2h 52min,"['Action', 'Thriller']",20 December 2013,India,5.4,,
tt6966692,Green Book,2018,PG-13,2h 10min,"['Biography', 'Comedy', 'Drama']",16 November 2018,USA,8.2,,
tt0884732,The Wedding Ringer,2015,R,1h 41min,['Comedy'],16 January 2015,USA,6.6,,
tt1124035,The Ides of March,2011,R,1h 41min,"['Drama', 'Thriller']",7 October 2011,USA,7.1,,
tt5580266,The Hate U Give,2018,PG-13,2h 13min,"['Crime', 'Drama']",19 October 2018,USA,7.4,,
tt1798709,Her,2013,R,2h 6min,"['Drama', 'Romance', 'Sci-Fi']",10 January 2014,USA,8.0,,
tt1568921,The Secret World of Arrietty,2010,G,1h 34min,"['Animation', 'Adventure', 'Family']",17 February 2012,USA,7.6,,
tt1506999,Haywire,2011,R,1h 33min,"['Action', 'Drama', 'Thriller']",20 January 2012,USA,5.8,,
tt1893256,Redemption,2013,R,1h 40min,"['Action', 'Drama']",28 June 2013,UK,6.2,,
tt4550098,Nocturnal Animals,2016,R,1h 56min,"['Drama', 'Thriller']",9 December 2016,USA,7.5,,
tt3007512,The Water Diviner,2014,R,1h 51min,"['Drama', 'History', 'War']",26 December 2014,Australia,7.0,,
tt3210686,Son of God,2014,PG-13,2h 18min,"['Biography', 'Drama', 'History']",28 February 2014,USA,5.7,,
tt2980648,The Hundred-Foot Journey,2014,PG,2h 2min,"['Comedy', 'Drama']",8 August 2014,USA,7.3,,
tt2023453,Diary of a Wimpy Kid: Dog Days,2012,PG,1h 34min,"['Comedy', 'Family']",3 August 2012,USA,6.3,,
tt2387559,Delivery Man,2013,PG-13,1h 45min,"['Comedy', 'Drama']",22 November 2013,USA,6.4,,
tt0475290,"Hail, Caesar!",2016,PG-13,1h 46min,"['Comedy', 'Drama', 'Music']",5 February 2016,USA,6.3,,
tt6003368,Diary of a Wimpy Kid: The Long Haul,2017,PG,1h 31min,"['Comedy', 'Family']",19 May 2017,USA,4.3,,
tt2312718,Homefront,2013,R,1h 40min,"['Action', 'Crime', 'Thriller']",27 November 2013,USA,6.5,,
tt2938956,The Transporter Refueled,2015,PG-13,1h 36min,"['Action', 'Adventure', 'Thriller']",4 September 2015,USA,5.2,,
tt11490170,Hit,2020,Not Rated,2h 5min,"['Action', 'Crime', 'Drama']",28 February 2020,USA,7.8,,
tt6000478,"Roman J. Israel, Esq.",2017,PG-13,2h 2min,"['Crime', 'Drama', 'Thriller']",22 November 2017,USA,6.5,,
tt1206543,Out of the Furnace,2013,R,1h 56min,"['Action', 'Crime', 'Drama']",6 December 2013,USA,6.8,,
tt5721088,Just Getting Started,2017,PG-13,1h 31min,"['Comedy', 'Crime']",8 December 2017,USA,4.5,,
tt1726592,Before I Go to Sleep,2014,R,1h 32min,"['Drama', 'Horror', 'Mystery']",31 October 2014,USA,6.3,,
m0005522,,,,,,,,,,
tt1859650,To Rome With Love,2012,R,1h 52min,"['Comedy', 'Music', 'Romance']",6 July 2012,USA,6.3,,
tt1045658,Silver Linings Playbook,2012,R,2h 2min,"['Comedy', 'Drama', 'Romance']",25 December 2012,USA,7.7,,
tt2531344,Blockers,2018,R,1h 42min,['Comedy'],6 April 2018,USA,6.2,,
tt0837563,Pet Sematary,2019,R,1h 41min,"['Horror', 'Mystery', 'Thriller']",5 April 2019,USA,5.7,,
tt0795368,Death at a Funeral,2007,R,1h 30min,['Comedy'],7 September 2007,USA,7.4,,
tt1405500,For Colored Girls,2010,R,2h 13min,['Drama'],5 November 2010,USA,6.1,,
tt1458169,Kidnap,2017,R,1h 35min,"['Action', 'Crime', 'Drama']",4 August 2017,USA,5.9,,
tt1340800,Tinker Tailor Soldier Spy,2011,R,2h 2min,"['Drama', 'Mystery', 'Thriller']",6 January 2012,USA,7.0,,
tt5816682,Victoria & Abdul,2017,PG-13,1h 51min,"['Biography', 'Drama', 'History']",6 October 2017,USA,6.8,,
tt1321860,The Beaver,2011,PG-13,1h 31min,['Drama'],19 May 2011,Germany,6.6,,
tt3182620,Bitter Harvest,2017,R,1h 43min,"['Drama', 'History', 'Romance']",24 February 2017,USA,6.0,,
tt6857112,Us,2019,R,1h 56min,"['Horror', 'Mystery', 'Thriller']",22 March 2019,USA,6.9,,
tt3783958,La La Land,2016,PG-13,2h 8min,"['Comedy', 'Drama', 'Music']",25 December 2016,USA,8.0,,
tt1457767,The Conjuring,2013,R,1h 52min,"['Horror', 'Mystery', 'Thriller']",19 July 2013,USA,7.5,,
tt2543472,Wonder,2017,PG,1h 53min,"['Drama', 'Family']",17 November 2017,USA,8.0,,
tt1116184,Jackass 3D,2010,R,1h 34min,"['Documentary', 'Action', 'Comedy']",15 October 2010,USA,7.0,,
tt4651520,Bad Moms,2016,R,1h 40min,['Comedy'],29 July 2016,USA,6.2,,
tt6823368,Glass,2019,PG-13,2h 9min,"['Drama', 'Sci-Fi', 'Thriller']",18 January 2019,USA,6.7,,
tt2103254,Tammy,2014,R,1h 37min,"['Comedy', 'Romance']",2 July 2014,USA,4.9,,
tt1033575,The Descendants,2011,R,1h 55min,"['Comedy', 'Drama']",9 December 2011,USA,7.3,,
tt5325452,Tyler Perry's Boo! A Madea Halloween,2016,PG-13,1h 43min,"['Comedy', 'Drama', 'Horror']",21 October 2016,USA,4.6,,
tt2215285,Madea's Witness Protection,2012,PG-13,1h 54min,"['Comedy', 'Crime', 'Drama']",29 June 2012,USA,4.9,,
tt1294226,The Last Song,2010,PG,1h 47min,"['Drama', 'Music', 'Romance']",31 March 2010,USA,6.0,,
tt1391137,Why Did I Get Married Too?,2010,PG-13,2h 1min,"['Comedy', 'Drama', 'Romance']",2 April 2010,USA,4.7,,
tt2024544,12 Years a Slave,2013,R,2h 14min,"['Biography', 'Drama', 'History']",8 November 2013,USA,8.1,,
tt2674426,Me Before You,2016,PG-13,1h 46min,"['Drama', 'Romance']",3 June 2016,USA,7.4,,
tt7634968,What Men Want,2019,R,1h 57min,"['Comedy', 'Fantasy', 'Romance']",8 February 2019,USA,5.2,,
tt3628584,Barbershop: The Next Cut,2016,PG-13,1h 51min,"['Comedy', 'Drama']",15 April 2016,USA,5.9,,
tt7040874,A Simple Favor,2018,R,1h 57min,"['Comedy', 'Crime', 'Drama']",14 September 2018,USA,6.8,,
tt1020072,Selma,2014,PG-13,2h 8min,"['Biography', 'Drama', 'History']",9 January 2015,USA,7.5,,
tt7535844,Tyler Perry's Boo 2! A Madea Halloween,,1h 10min,"Comedy, 
Talk-Show",['Episode aired 20 October 2017'],1h 10min,"Comedy, 
Talk-Show",Episode aired 20 October 2017,4.2,
tt1895587,Spotlight,2015,R,2h 9min,"['Biography', 'Crime', 'Drama']",20 November 2015,USA,8.1,,
tt6063050,Tyler Perry's Acrimony,2018,R,2h,"['Drama', 'Romance', 'Thriller']",30 March 2018,USA,5.8,,
